SMILES	Substrate	Mol_ID
N[C@@H](CCSCC)C(=O)O	L-ethionine	mol_2486.sdf
[F-]	fluoride	mol_2488.sdf
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CBr)O)O)N	5-deoxy-5'-bromoadenosine	mol_2489.sdf
ClC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)O	5'-deoxy-5'-chloroadenosine	mol_2490.sdf
P(=O)(O)(O)OC[C@H](N)C(=O)O	O-phospho-L-serine	mol_2400.sdf
C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N	5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione	mol_2492.sdf
O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(\C)/CCC=C(C)C	neryl diphosphate	mol_2493.sdf
O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(\C)/CC\C=C(/C)\CCC=C(C)C	(2Z,6E)-farnesyl diphosphate	mol_2494.sdf
O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(\CC\C=C(/C)\CCC=C(C)C)/C	geranylgeranyl diphosphate	mol_2458.sdf
CNc1ccccc1C(=O)OC/C(=C/CC/C(=C/C[P-](=O)(=O)O[P-](=O)(=O)O)/C)/C	(2E,6E)-8-O-(N-methyl-2-aminobenzoyl)-3,7-dimethyl-2 6-octandien-1-diphosphate	mol_2496.sdf
[I-]	Iodide	mol_2499.sdf
ClC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)O	5'-chloro-5'-deoxyadenosine	mol_2497.sdf
IC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)O	5'-deoxy-5'-iodoadenosine	mol_2498.sdf
[Cl-]	chloride	mol_1100.sdf
[Br-]	bromide	mol_1099.sdf
N[C@@H](CC(=O)[O-])C(=O)[O-]	L-aspartate	mol_1410.sdf
CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O	GDP-4-dehydro-6-deoxy-alpha-D-mannose	mol_2501.sdf
CC1C(=O)CC(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O	GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose	mol_2502.sdf
NCCCC(=O)[O-]	4-aminobutanoate	mol_2509.sdf
C1(=CC=CC=C1)CCCCN	4-phenylbutylamine	mol_2506.sdf
C1(=CC=CC=C1)[C@H](C)N	(S)-1-phenylethan-1-amine	mol_2507.sdf
C1(=CC=CC=C1)CCCN	3-Phenylpropylamine	mol_2505.sdf
NCCCCC	1-aminopentane	mol_2510.sdf
O=CCCCCC(=O)[O-]	6-oxohexanoate	mol_2504.sdf
NCCCCC(=O)[O-]	5-Aminopentanoate	mol_2508.sdf
NCCCCCC(=O)[O-]	6-aminohexanoate	mol_2511.sdf
C(C)(=O)N[C@@H](CCCN)C(=O)O	acetylornithine	mol_2514.sdf
N[C@H](CCCN)C(=O)O	D-ornithine	mol_2513.sdf
N[C@@H](CCC(N)=O)C(=O)O	L-glutamine	mol_1397.sdf
C1=CC(=CC=C1NC(=O)CCC(C(=O)O)N)[N+](=O)[O-]	L-gamma-glutamyl-p-nitroanilide	mol_2515.sdf
N[C@H](C(=O)[O-])CC	(S)-2-aminobutyrate	mol_2521.sdf
N1=C(C)C(O)=C(C=O)C(CO)=C1	pyridoxal	mol_2522.sdf
CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O	UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-4-hexulose	mol_2525.sdf
N[C@@H](CC(C)C)C(=O)O	L-leucine	mol_855.sdf
N[C@H](C(=O)[O-])CCCC(=O)[O-]	L-2-aminoadipate	mol_2526.sdf
N[C@@H](CCC)C(=O)O	L-norvaline	mol_2527.sdf
N[C@@H]([C@@H](C)CC)C(=O)O	L-isoleucine	mol_854.sdf
N[C@@H](C(C)C)C(=O)O	L-valine	mol_1441.sdf
C1(=CC=CC=C1)[C@@H](C)N	(R)-1-phenylethylamine	mol_2528.sdf
CC(C(C(=O)[O-])=O)(C)C	trimethylpyruvate	mol_1415.sdf
CC(CC(C(=O)[O-])=O)(C)C	4,4-dimethyl-2-oxovalerate	mol_5592.sdf
CC(C(C(=O)[O-])=O)CC	3-methyl-2-oxopentanoate	mol_2074.sdf
CC(CC(C(=O)[O-])=O)(C)C	4,4-dimethyl-2-oxopentanoate	mol_2529.sdf
O=C(C(=O)[O-])CCCC	2-Oxohexanoate	mol_345.sdf
N[C@H](C1=CC=CC=C1)CC(=O)O	(S)-beta-phenylalanine	mol_2531.sdf
NCCS(=O)(=O)O	taurine	mol_2533.sdf
CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O	dTDP-4-dehydro-6-deoxy-D-glucose	mol_2536.sdf
NC(C(CCCCCC(=O)[O-])=O)C	8-Amino-7-oxononanoate	mol_2503.sdf
O=C(C(=S)[O-])CCC	2-oxo-4-methylthiobutyrate	mol_2540.sdf
C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	L-kynurenine	mol_942.sdf
OC(C(C(=O)[O-])=O)C1=CC=CC=C1	hydroxyphenylpyruvate	mol_2541.sdf
C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O	indo-3-pyruvate	mol_2545.sdf
SCC(C(=O)[O-])=O	Mercaptopyruvate	mol_2544.sdf
C1CC(N=C(C1)C(=O)O)C(=O)O	tetrahydrodipicolinate	mol_2550.sdf
C(CC(C(=O)O)N)CC(C(=O)O)N	LL-diaminopimelate	mol_2551.sdf
C(CC(C(=O)O)N)CC(C(=O)O)N	LL-2,6-Diaminoheptanedioate	mol_2552.sdf
P(=O)(O)(O)OC[C@@H](N)CC1=CNC=N1	L-histidinol phosphate	mol_2555.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@@H]([C@](CO)(O)O1)O)O	beta-D-fructose 6-phosphate	mol_2558.sdf
P(=O)(O)(O)OC[C@H]([C@H]([C@@H](C(CO)=O)O)O)O	fructose 6-phosphate	mol_1871.sdf
CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N	hygromycin B	mol_2560.sdf
CCCCCCCCCCC[C@@H](CC(=O)N[C@@H]1[C@H](OC[C@H]2O[C@H](O)[C@@H]([C@H]([C@@H]2O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O[C@H]([C@@H]([C@H]1OC(=O)C[C@H](CCCCCCCCCCC)O)O)CO)O	(2-N 3-O-bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl)-(1->6)-(2-N 3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl phosphate)	mol_2561.sdf
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)N=C(N)C=C1	2'-deoxycytidine	mol_2346.sdf
FC1([C@@H](O[C@@H]([C@H]1O)CO)N1C(=O)N=C(N)C=C1)F	2'-deoxy-2',2'-difluorocytidine	mol_2567.sdf
[P@H](=O)(OC[C@H]1O[C@H](C[C@@H]1O)n1c2nc(nc(=O)n2cc1)N)[O-]	2-amino-8-(1'-beta-D-2'-deoxyribofuranosyl)-imidazo[1,2-a]-1,3 5-triazin-4(8H)-one	mol_2565.sdf
c1c(c(nc(c1[N+](=O)[O-])N)O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O	6-amino-5-nitro-3-(1'-beta-D-2'-deoxyribofuranosyl)-2(1H)-pyridone	mol_2566.sdf
C(C)(=O)N[C@H]1[C@@H](O)O[C@@H]([C@H]([C@@H]1O)O)CO	N-acetyl-alpha-D-glucosamine	mol_2575.sdf
C(C)(=O)N[C@H]1[C@@H](O)O[C@@H]([C@@H]([C@@H]1O)O)CO	N-acetyl-alpha-D-galactosamine	mol_2573.sdf
C(C)(=O)N[C@@H]1[C@@H](O)O[C@@H]([C@H]([C@@H]1O)O)CO	N-acetyl-alpha-D-mannosamine	mol_2574.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	1D-myo-inositol 1,4,5,6-tetrakisphosphate	mol_2571.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O	1D-myo-inositol 1,3,4,6-tetrakisphosphate	mol_2577.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	1D-myo-inositol 3,4,5,6-tetrakisphosphate	mol_2578.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O	1D-myo-inositol 1,3,4,5,6-pentakisphosphate	mol_2576.sdf
C(C)(=O)N[C@H]1C(O)O[C@@H]([C@H]([C@@H]1O)O)CO	N-acetyl-D-glucosamine	mol_2176.sdf
C(C(C(C(CO)O)O)O)O	D-arabitol	mol_9.sdf
OCC(=O)[C@@H](O)[C@H](O)CO	D-xylulose	mol_87.sdf
OCC(=O)[C@H](O)[C@H](O)CO	D-ribulose	mol_90.sdf
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)OC(C1=CN=CC=C1)=O	beta-D-ribosylnicotinate	mol_2584.sdf
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)C1=C(C(=O)N)C=CC=N1	beta-D-ribosylnicotinamide	mol_2585.sdf
C1=C(N=C(S1)C2C(C(C(O2)CO)O)O)C(=O)N	tiazofurin	mol_2583.sdf
[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C(=O)N=C(N)C=C1	cytidine	mol_2586.sdf
O=C(C(=O)C[C@H](O)[C@H](O)CO)[O-]	2-dehydro-3-deoxy-D-gluconate	mol_8.sdf
O=C(C(=O)C[C@@H](O)[C@H](O)CO)[O-]	2-dehydro-3-deoxy-D-galactonate	mol_2587.sdf
C(C[C@@](O)(C)CCO)(=O)[O-]	(R)-mevalonate	mol_2588.sdf
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GTP	mol_1825.sdf
CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)N)O	gentamicin C	mol_2590.sdf
CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N	netilmicin	mol_2591.sdf
N(=[N+]=[N-])[C@H]1C[C@@H](O[C@@H]1CO)N1C(=O)NC(=O)C(C)=C1	3'-azido-3'-deoxythymidine	mol_2138.sdf
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	2'-deoxythymidine	mol_2596.sdf
OCC=1C(NC(N([C@H]2C[C@H](O)[C@@H](CO)O2)C1)=O)=O	5-hydroxymethyl-2'-deoxyuridine	mol_2597.sdf
BrC=1C(NC(N([C@H]2C[C@H](O)[C@@H](CO)O2)C1)=O)=O	5-bromo-2'-deoxyuridine	mol_1820.sdf
FC=1C(NC(N([C@H]2C[C@H](O)[C@@H](CO)O2)C1)=O)=O	5-fluoro-2'-deoxyuridine	mol_2333.sdf
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1	2'-deoxyuridine	mol_2340.sdf
CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO	2',3'-dideoxy-2',3'-didehydrothymidine	mol_2601.sdf
CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F	2'-fluoro-5-methyl-beta-L-arabinofuranosyluracil	mol_2600.sdf
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]	2',3'-dideoxy-3'-azidothymidine	mol_2599.sdf
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1.O1COCC1	dioxolane thymidine	mol_2602.sdf
CC1=CN(C(=O)NC1=O)C2CCC(O2)CO	2',3'-dideoxythymidine	mol_2598.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N	adenosine 5'-phosphosulfate	mol_2606.sdf
OC(C(C)=O)O	dihydroxyacetone	mol_88.sdf
OCC[N+](C)(C)C	choline	mol_530.sdf
O[C@H](C(=O)NCCC(NCCCCC)=O)C(CC)(C)CO	(2S)-2-hydroxy-3-(hydroxymethyl)-3-methyl-N-[3-oxo-3 (pentylamino)propyl]pentanamide	mol_2626.sdf
O[C@@H](C(=O)NCCC(=O)NC1=NC=CC=C1C)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-[(3-methylpyridin-2-yl)amino]-3-oxopropyl]butanamide	mol_2635.sdf
CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O	pantheteine	mol_2610.sdf
O[C@@H](C(=O)NCCC(=O)NCCCN1CCOCC1)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-(3-[[3-(morpholin-4-yl)propyl]amino]-3 oxopropyl)butanamide	mol_2631.sdf
C(CCC)(=O)NCCNC(CCNC([C@@H](C(CO)(C)C)O)=O)=O	(2R)-N-[3-[(2-butanamidoethyl)amino]-3-oxopropyl]-2,4-dihydroxy-3 3-dimethylbutanamide	mol_2634.sdf
C(C1=CC=CC=C1)NC(CCNC([C@@H](C(CO)(C)C)O)=O)=O	(2R)-N-[3-(benzylamino)-3-oxopropyl]-2,4-dihydroxy-3 3-dimethylbutanamide	mol_2622.sdf
O[C@@H](C(=O)NCCC(NCCC1=NC=CC=C1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-(3-oxo-3-[[2-(pyridin-2-yl)ethyl]amino]propyl)butanamide	mol_2614.sdf
C1N(CC2=CC=CC=C12)C(CCNC([C@@H](C(CO)(C)C)O)=O)=O	(2R)-N-[3-(1,3-dihydro-2H-isoindol-2-yl)-3-oxopropyl]-2,4-dihydroxy-3 3-dimethylbutanamide	mol_2616.sdf
C(C)C([C@@H](C(=O)NCCC(NCCCCC)=O)O)(CCC#C)CO	(2S)-3-ethyl-2-hydroxy-3-(hydroxymethyl)-N-[3-oxo-3 (pentylamino)propyl]hept-6-ynamide	mol_2615.sdf
O[C@@H](C(=O)NCCC(NCCN1CCNCC1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-(3-oxo-3-[[2-(piperazin-1 yl)ethyl]amino]propyl)butanamide	mol_2621.sdf
O[C@@H](C(=O)NCCC(NCCCC1=CC=CC=C1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-[(3-phenylpropyl)amino]propyl]butanamide	mol_2612.sdf
C(C)C([C@@H](C(=O)NCCC(NCCCCC)=O)O)(CC=C)CO	(2S)-3-ethyl-2-hydroxy-3-(hydroxymethyl)-N-[3-oxo-3 (pentylamino)propyl]hex-5-enamide	mol_2627.sdf
O[C@@H](C(=O)NCC=1N=NN(C1)CCCCC)C(CO)(C)C	(2R)-2,4-dihydroxy-3,3-dimethyl-N-[(1-pentyl-1H-1,2 3-triazol-4-yl)methyl]butanamide	mol_2625.sdf
O[C@@H](C(=O)NCCCNCC(NCCCCC)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-(3-[[2-oxo-2-(pentylamino)ethyl]amino]propyl)butanamide	mol_2628.sdf
O[C@@H](C(=O)NCCC(=O)NCCCN1C=NC=C1)C(CO)(C)C	(2R)-2 4-dihydroxy-N-(3-[[3-(1H-imidazol-1-yl)propyl]amino]-3-oxopropyl)-3 3-dimethylbutanamide	mol_2611.sdf
O[C@@H](C(=O)NCCC(NC1=CC=CC=C1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-(phenylamino)propyl]butanamide	mol_2636.sdf
O[C@@H](C(=O)NCCC(NCC1=NC=CC=C1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-[(pyridin-2-ylmethyl)amino]propyl]butanamide	mol_2609.sdf
N1(CCC2=CC=CC=C12)C(CCNC([C@@H](C(CO)(C)C)O)=O)=O	(2R)-N-[3-(2,3-dihydro-1H-indol-1-yl)-3-oxopropyl]-2,4-dihydroxy-3 3-dimethylbutanamide	mol_2617.sdf
C(CCNC([C@H](O)C(C)(C)CO)=O)(=O)[O-]	(R)-pantothenate	mol_2613.sdf
O[C@@H](C(=O)NCCC(NCC1CCNCC1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-(3-oxo-3-[[(piperidin-4-yl)methyl]amino]propyl)butanamide	mol_2620.sdf
O[C@@H](C(=O)NCCC(NCCCCC)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-(pentylamino)propyl]butanamide	mol_2633.sdf
O[C@@H](C(=O)NCCC(NCC1=CC=NC=C1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-[(pyridin-4-ylmethyl)amino]propyl]butanamide	mol_2632.sdf
O[C@@H](C(=O)NCCCC=1N=NN(C1)CCC)C(CO)(C)C	(2R)-2,4-dihydroxy-3,3-dimethyl-N-[3-(1-propyl-1H-1,2 3-triazol-4-yl)propyl]butanamide	mol_2619.sdf
O[C@@H](C(=O)NCC(C(=O)[O-])NCCCCC)C(CO)(C)C	3-[[(2R)-2,4-dihydroxy-3 3-dimethylbutanoyl]amino]-2-(pentylamino)propanoate	mol_2630.sdf
O[C@@H](C(=O)NCCC(NC1=NC=NC=C1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-(pyrimidin-4-ylamino)propyl]butanamide	mol_2618.sdf
O[C@@H](C(=O)NCCC(=O)NCC(=O)NCCCCC)C(CO)(C)C	N-[(2R)-2,4-dihydroxy-3 3-dimethylbutanoyl]-beta-alanyl-N-pentylglycinamide	mol_2623.sdf
O[C@@H](C(=O)NCCC(NCC=1C=NC=CC1)=O)C(CO)(C)C	(2R)-2,4-dihydroxy-3 3-dimethyl-N-[3-oxo-3-[(pyridin-3-ylmethyl)amino]propyl]butanamide	mol_2629.sdf
OCCCNC([C@H](O)C(C)(C)CO)=O	pantothenol	mol_2638.sdf
C(CCNC([C@H](O)C(C)(C)CO)=O)(=O)[O-]	pantothenate	mol_2580.sdf
N1=C(C)C(O)=C(C)C(CO)=C1	4'-deoxypyridoxine	mol_2642.sdf
N1=C(C)C(O)=C(CN)C(CO)=C1	pyridoxamine	mol_2523.sdf
CC1=NC=C(C(=C1O)COC)CO	ginkgotoxin	mol_2640.sdf
COCC1=C(C(=NC=C1CO)C)O	4'-O-methylpyridoxine	mol_2641.sdf
C(C(C(C(C(=O)C(=O)O)O)O)O)O	2-keto-D-gluconate	mol_2644.sdf
CN1N=C(C(=C1C)CCO)C	1,3,5-trimethyl-4-(2-hydroxyethyl)pyrazole	mol_2646.sdf
CC1=NC=CN1CCO	2-methyl-3-(2-hydroxyethyl)imidazole	mol_2647.sdf
CC=1N=CSC1CCO	4-methyl-5-(2-hydroxyethyl)thiazole	mol_2645.sdf
O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)CO	alpha-D-galactose	mol_2648.sdf
O=CC[C@@H](O)[C@@H](O)[C@H](O)CO	2-deoxy-D-galactose	mol_122.sdf
C(C)(=O)N[C@@H]1C(O)O[C@@H]([C@H]([C@@H]1O)O)CO	N-acetyl-D-mannosamine	mol_542.sdf
[C@@H]1([C@@H](O)[C@H](O)[C@H](O1)CO)N1C(=O)N=C(N)C=C1	1-beta-D-arabinofuranosylcytosine	mol_2655.sdf
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	UTP	mol_2559.sdf
[C@@H]1([C@@H](O)[C@H](O)[C@H](O)CO1)N1C(=O)N=C(N)C=C1	1-beta-D-arabinosylcytosine	mol_2661.sdf
ClC=1N=C(C=2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2N1)N	2-chlorodeoxyadenosine	mol_2657.sdf
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F	gemcitabine	mol_2658.sdf
FC1([C@@H](O[C@@H]([C@H]1O)CO)N1C(=O)N=C(N)C=C1)F	2',2'-difluorodeoxycytidine	mol_2656.sdf
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)N=C(N)C=C1	deoxycytidine	mol_2654.sdf
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	Kemptide	mol_2676.sdf
C(C)(=O)[O-]	acetate	mol_2695.sdf
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	CTP	mol_2557.sdf
C(CCC)(=O)[O-]	Butyrate	mol_2699.sdf
C(CC)(=O)[O-]	propanoate	mol_2698.sdf
C(N)([O-])=O	Carbamate	mol_2700.sdf
C(C)(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]	N-acetyl-L-glutamate	mol_2702.sdf
C(C)N(CC(=O)O)C(N)=N	N-ethylglycocyamine	mol_5594.sdf
O=C(O)CN(C)C(N)=N	Creatine	mol_2704.sdf
C1CN(C(=N1)N)CC(=O)O	cyclocreatine	mol_5595.sdf
C(CC(C(=O)O)N)CN=C(N)N	L-Arg	mol_1510.sdf
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O	dADP	mol_2705.sdf
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	dAMP	mol_2707.sdf
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP	mol_1826.sdf
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	dCMP	mol_2710.sdf
P(=O)(OCC=C(C)C)([O-])[O-]	dimethylallyl phosphate	mol_2742.sdf
P(=O)(OCCC=C)([O-])[O-]	but-3-en-1-yl phosphate	mol_2741.sdf
P(=O)(OCCCC)([O-])[O-]	butyl phosphate	mol_2739.sdf
P(=O)(OCCC(=C)C)([O-])[O-]	isopentenyl phosphate	mol_2740.sdf
P(=O)(OC\C=C(/C)\CCC=C(C)C)([O-])[O-]	geranyl phosphate	mol_2737.sdf
P(=S)(OCCC(=C)C)([O-])[O-]	isopentenyl thiolophosphate	mol_2738.sdf
CC1C(O1)P(=O)(O)O	fosfomycin	mol_2743.sdf
P(O)(=O)(OP(=O)(O)O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C(=NC=2C(O)=NC=NC12)Br)O)O	8-bromoinosine 5'-diphosphate	mol_5596.sdf
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	TTP	mol_2696.sdf
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	ITP	mol_2485.sdf
O=c1[nH]c(=O)n(cc1Cl)C/C=C/CP(=O)(O)O	N1-[(E)-4-dihydroxyphosphonyl-but-2-enyl]-5-chlorouracil	mol_2756.sdf
O=c1[nH]c(=O)n(cc1Cl)C/C=C/CCP(=O)(O)O	N1-[(E)-5-dihydroxyphosphonyl-pent-2-enyl]-5-chlorouracil	mol_2761.sdf
CC1=CNC(=O)NC1=O.OP(=O)(O)O	TMP	mol_2754.sdf
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O	dTMP	mol_2755.sdf
P(=O)(O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C(=O)NC(=O)C(C)=C1)N=[N+]=[N-]	3'-azido-3'-deoxythymidine 5'-monophosphate	mol_2750.sdf
CC1=CN(C(=O)NC1=O)CC=CCP(=O)(O)OP(=O)(O)O	N1-[(E)-4-dihydroxyphosphonyl-but-2-enyl]-thymine	mol_2764.sdf
O=c1[nH]c(=O)n(cc1F)C/C=C/P(=O)(O)O	N1-[(E)-4-dihydroxyphosphonyl-but-2-enyl]-5-fluorouracil	mol_2759.sdf
O=c1[nH]c(=O)n(cc1C)C/C=C/P(=O)(O)O	N1-[(E)-3-dihydroxyphosphonyl-prop-2-enyl]-thymine	mol_2758.sdf
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)COP(=O)(O)O)O	5-bromo-dUMP	mol_2760.sdf
O=c1[nH]c(=O)n(cc1C)C/C=C/CCP(=O)(O)O	N1-[(E)-5-dihydroxyphosphonyl-pent-2-enyl]-thymine	mol_2748.sdf
P(=O)(O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C(=O)NC(=O)C(C)=C1)N	3'-amino-3'-deoxythymidine 5'-monophosphate	mol_5597.sdf
P(=O)(O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C(=O)NC(=O)C(C)=C1)N=[N+]=[N-]	3'-azido-3'-deoxythymidine monophosphate	mol_2766.sdf
P(=O)(O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C(=O)NC(=O)C(C)=C1)F	3'-fluoro-3'-deoxythymidine 5'-monophosphate	mol_2752.sdf
CC1=CN(C(=O)NC1=O)C2CCC(O2)COP(=O)([O-])[O-]	ddTMP	mol_5598.sdf
CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)COP(=O)(O)O	2',3'-didehydro-2',3'-dideoxythymidine 5'-monophosphate	mol_2751.sdf
O=c1[nH]c(=O)n(cc1F)C/C=C/CCP(=O)(O)O	N1-[(E)-5-dihydroxyphosphonyl-pent-2-enyl]-5-fluorouracil	mol_2762.sdf
O=c1ccn(c(=O)[nH]1)C/C=C/CCP(=O)(O)O	N1-[(E)-5-dihydroxyphosphonyl-pent-2-enyl]-uracil	mol_2763.sdf
O=c1ccn(c(=O)[nH]1)C/C=C/CP(=O)(O)O	N1-[(E)-4-dihydroxyphosphonyl-but-2-enyl]-uracil	mol_2753.sdf
O=c1[nH]c(=O)n(cc1Br)C/C=C/CCP(=O)(O)O	N1-[(E)-5-dihydroxyphosphonyl-pent-2-enyl]-5-bromouracil	mol_2749.sdf
P(=O)(O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C(=O)NC(=O)C(=C1)\C=C\Br)O	(E)-5-(2-bromovinyl)-deoxyuridine monophosphate	mol_2767.sdf
C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	dGMP	mol_1598.sdf
NC1=NC=2NCC(=NC2C(=N1)O)CO	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	mol_2405.sdf
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N	nicotinamide ribonucleotide	mol_2773.sdf
C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)O)O)O	NMNH	mol_2776.sdf
C1=C(N=C(S1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N	tiazofurin riboside 5'-monophosphate	mol_2774.sdf
