SMILES	Ligand_name	Mol_ID	InChI	InChIKey
C(\C=C\C1=CC(OC)=C(O)C=C1)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	feruloyl-CoA	mol_1228.sdf	InChI=1S/C31H44N7O19P3S/c1-31(2,26(43)29(44)34-9-8-21(40)33-10-11-61-22(41)7-5-17-4-6-18(39)19(12-17)52-3)14-54-60(50,51)57-59(48,49)53-13-20-25(56-58(45,46)47)24(42)30(55-20)38-16-37-23-27(32)35-15-36-28(23)38/h4-7,12,15-16,20,24-26,30,39,42-43H,8-11,13-14H2,1-3H3,(H,33,40)(H,34,44)(H,48,49)(H,50,51)(H2,32,35,36)(H2,45,46,47)/b7-5+/t20-,24-,25-,26+,30-/m1/s1	GBXZVJQQDAJGSO-NBXNMEGSSA-N
C(\C=C\C1=CC=C(C=C1)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	4-coumaroyl-CoA	mol_1227.sdf	InChI=1S/C30H42N7O18P3S/c1-30(2,25(42)28(43)33-10-9-20(39)32-11-12-59-21(40)8-5-17-3-6-18(38)7-4-17)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h3-8,15-16,19,23-25,29,38,41-42H,9-14H2,1-2H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/b8-5+/t19-,23-,24-,25+,29-/m1/s1	DMZOKBALNZWDKI-MATMFAIHSA-N
C(CC(C)C)=O	Isovaleraldehyde	mol_1240.sdf	InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3	YGHRJJRRZDOVPD-UHFFFAOYSA-N
C(CCCCCC)=O	heptaldehyde	mol_1242.sdf	InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3	FXHGMKSSBGDXIY-UHFFFAOYSA-N
C=O	formaldehyde	mol_204.sdf	InChI=1S/CH2O/c1-2/h1H2	WSFSSNUMVMOOMR-UHFFFAOYSA-N
C(CCCC)=O	Valeraldehyde	mol_205.sdf	InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	HGBOYTHUEUWSSQ-UHFFFAOYSA-N
C(CC(=O)[O-])C=O	succinate semialdehyde	mol_1164.sdf	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)/p-1	UIUJIQZEACWQSV-UHFFFAOYSA-M
C(CC=O)CC(=O)O	Glutaric semialdehyde	mol_1243.sdf	InChI=1S/C5H8O3/c6-4-2-1-3-5(7)8/h4H,1-3H2,(H,7,8)	VBKPPDYGFUZOAJ-UHFFFAOYSA-N
P(=O)(O)(O)OC[C@H](C=O)O	D-glyceraldehyde 3-phosphate	mol_1162.sdf	InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/t3-/m0/s1	LXJXRIRHZLFYRP-VKHMYHEASA-N
C(CC=O)C[C@@H](C(=O)[O-])[NH3+]	2-aminoadipic semialdehyde	mol_1245.sdf	InChI=1S/C6H11NO3/c7-5(6(9)10)3-1-2-4-8/h4-5H,1-3,7H2,(H,9,10)/t5-/m0/s1	GFXYTQPNNXGICT-YFKPBYRVSA-N
C(CC(C(=O)O)N)C=O	L-glutamate 5-semialdehyde	mol_1244.sdf	InChI=1S/C5H9NO3/c6-4(5(8)9)2-1-3-7/h3-4H,1-2,6H2,(H,8,9)	KABXUUFDPUOJMW-UHFFFAOYSA-N
N1=CCCC1C(=O)[O-]	1-pyrroline-5-carboxylate	mol_1246.sdf	InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h3-4H,1-2H2,(H,7,8)/p-1	DWAKNKKXGALPNW-UHFFFAOYSA-M
C1=NN=CC2=CC=CC=C12	Phthalazine	mol_1248.sdf	InChI=1S/C8H6N2/c1-2-4-8-6-10-9-5-7(8)3-1/h1-6H	LFSXCDWNBUNEEM-UHFFFAOYSA-N
C[N+]1=CC=CC(=C1)C(=O)N	N1-methyl-nicotineamide	mol_1249.sdf	InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1	LDHMAVIPBRSVRG-UHFFFAOYSA-O
C(CCCCCC)=O	Heptanal	mol_1239.sdf	InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3	FXHGMKSSBGDXIY-UHFFFAOYSA-N
C(CCCCCCC)=O	octanal	mol_27.sdf	InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	NUJGJRNETVAIRJ-UHFFFAOYSA-N
OC1=C(C=O)C=CC(=C1)O	2,4-dihydroxybenzaldehyde	mol_1253.sdf	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)3-7(5)10/h1-4,9-10H	IUNJCFABHJZSKB-UHFFFAOYSA-N
COC=1C=C(C=O)C=CC1	3-Methoxybenzaldehyde	mol_1257.sdf	InChI=1S/C8H8O2/c1-10-8-4-2-3-7(5-8)6-9/h2-6H,1H3	WMPDAIZRQDCGFH-UHFFFAOYSA-N
C(C=CC1=CC=CC=C1)=O	cinnamaldehyde	mol_1238.sdf	InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H	KJPRLNWUNMBNBZ-UHFFFAOYSA-N
CN1CC(C(=O)N)=CC=C1	N1-methylnicotinamide	mol_1260.sdf	InChI=1S/C7H10N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-4H,5H2,1H3,(H2,8,10)	CRJFOPZHQMBHNQ-UHFFFAOYSA-N
C(CCC)=O	Butanal	mol_1256.sdf	InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3	ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
C1=CC=CC2=NC=C3C=CC=CC3=C12	phenanthridine	mol_1252.sdf	InChI=1S/C13H9N/c1-2-6-11-10(5-1)9-14-13-8-4-3-7-12(11)13/h1-9H	RDOWQLZANAYVLL-UHFFFAOYSA-N
C(C=1C(O)=CC=CC1)=O	Salicylaldehyde	mol_1255.sdf	InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H	SMQUZDBALVYZAC-UHFFFAOYSA-N
C(CCCC)=O	pentanal	mol_1266.sdf	InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	HGBOYTHUEUWSSQ-UHFFFAOYSA-N
O=CC1=CC(OCC)=C(O)C=C1	ethyl vanillin	mol_1259.sdf	InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3	CBOQJANXLMLOSS-UHFFFAOYSA-N
O=CC1=CC(OC)=C(O)C=C1	Vanillin	mol_1254.sdf	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3	MWOOGOJBHIARFG-UHFFFAOYSA-N
CN(C1=CC=C(C=CC=O)C=C1)C	4-(dimethylamino)cinnamaldehyde	mol_1251.sdf	InChI=1S/C11H13NO/c1-12(2)11-7-5-10(6-8-11)4-3-9-13/h3-9H,1-2H3	RUKJCCIJLIMGEP-UHFFFAOYSA-N
C(CCCCC)=O	hexanal	mol_1225.sdf	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	JARKCYVAAOWBJS-UHFFFAOYSA-N
OC1=CC=C(C=O)C=C1	4-hydroxybenzaldehyde	mol_1258.sdf	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	RGHHSNMVTDWUBI-UHFFFAOYSA-N
C1(=CC=CC=C1)CC=O	phenylacetaldehyde	mol_1267.sdf	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	DTUQWGWMVIHBKE-UHFFFAOYSA-N
C1(=CC=CC=C1)C(C=O)C	phenylpropionaldehyde	mol_1263.sdf	InChI=1S/C9H10O/c1-8(7-10)9-5-3-2-4-6-9/h2-8H,1H3	IQVAERDLDAZARL-UHFFFAOYSA-N
N1=CN=C2N=CNC2=C1	purine	mol_1264.sdf	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	KDCGOANMDULRCW-UHFFFAOYSA-N
C(C)=O	acetaldehyde	mol_25.sdf	InChI=1S/C2H4O/c1-2-3/h2H,1H3	IKHGUXGNUITLKF-UHFFFAOYSA-N
C(\C=C\C)=O	crotonaldehyde	mol_1265.sdf	InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+	MLUCVPSAIODCQM-NSCUHMNNSA-N
COC1=CC=C(C=O)C=C1	4-methoxybenzaldehyde	mol_1194.sdf	InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3	ZRSNZINYAWTAHE-UHFFFAOYSA-N
[N+](=O)([O-])C1=C2C=CC=NC2=CC=C1	5-nitroquinoline	mol_1268.sdf	InChI=1S/C9H6N2O2/c12-11(13)9-5-1-4-8-7(9)3-2-6-10-8/h1-6H	NDDZXHOCOKCNBM-UHFFFAOYSA-N
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	methotrexate	mol_1275.sdf	InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)	FBOZXECLQNJBKD-UHFFFAOYSA-N
C1=NNC2=C1C(=O)NC=N2	allopurinol	mol_1250.sdf	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	OFCNXPDARWKPPY-UHFFFAOYSA-N
OC1=C(C=O)C=C(C=C1)O	2,5-dihydroxybenzaldehyde	mol_1281.sdf	InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H	CLFRCXCBWIQVRN-UHFFFAOYSA-N
C1(=CC=CC=C1)CCC=O	3-phenylpropanal	mol_1277.sdf	InChI=1S/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8H,4,7H2	YGCZTXZTJXYWCO-UHFFFAOYSA-N
OC=1C=C(C=O)C=CC1	3-Hydroxybenzaldehyde	mol_1280.sdf	InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H	IAVREABSGIHHMO-UHFFFAOYSA-N
OC1=C(C=O)C=CC=C1O	2,3-Dihydroxybenzaldehyde	mol_1279.sdf	InChI=1S/C7H6O3/c8-4-5-2-1-3-6(9)7(5)10/h1-4,9-10H	IXWOUPGDGMCKGT-UHFFFAOYSA-N
C1(=CC=CC=C1)CC=O	2-phenylacetaldehyde	mol_1278.sdf	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	DTUQWGWMVIHBKE-UHFFFAOYSA-N
P([O-])([O-])[O-]	phosphite	mol_1283.sdf	InChI=1S/O3P/c1-4(2)3/q-3	AQSJGOWTSHOLKH-UHFFFAOYSA-N
P([O-])([O-])=O	phosphonate	mol_1282.sdf	InChI=1S/H3O3P/c1-4(2)3/h4H,(H2,1,2,3)/p-2	ABLZXFCXXLZCGV-UHFFFAOYSA-L
[As]([O-])([O-])[O-]	arsenite	mol_1284.sdf	InChI=1S/AsO3/c2-1(3)4/q-3	OWTFKEBRIAXSMO-UHFFFAOYSA-N
[As]([O-])([O-])([O-])=O	arsenate	mol_1285.sdf	InChI=1S/AsH3O4/c2-1(3,4)5/h(H3,2,3,4,5)/p-3	DJHGAFSJWGLOIV-UHFFFAOYSA-K
IC1=C(C=CC=C1)O	2-iodophenol	mol_1288.sdf	InChI=1S/C6H5IO/c7-5-3-1-2-4-6(5)8/h1-4,8H	KQDJTBPASNJQFQ-UHFFFAOYSA-N
IC=1C=C(C[C@H](N)C(=O)O)C=CC1O	3-iodo-L-tyrosine	mol_1287.sdf	InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)/t7-/m0/s1	UQTZMGFTRHFAAM-ZETCQYMHSA-N
IC=1C=C(C[C@H](N)C(=O)O)C=C(C1O)I	3,5-diiodo-L-tyrosine	mol_1289.sdf	InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1	NYPYHUZRZVSYKL-ZETCQYMHSA-N
COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O	(S)-scoulerine	mol_1290.sdf	InChI=1S/C19H21NO4/c1-23-17-4-3-11-7-15-13-9-16(21)18(24-2)8-12(13)5-6-20(15)10-14(11)19(17)22/h3-4,8-9,15,21-22H,5-7,10H2,1-2H3	KNWVMRVOBAFFMH-UHFFFAOYSA-N
C(\C=C\CCCCCCCCC)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	trans-2-dodecenoyl-CoA	mol_1310.sdf	InChI=1S/C33H56N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h12-13,20-22,26-28,32,43-44H,4-11,14-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/b13-12+/t22-,26-,27-,28+,32-/m1/s1	IRFYVBULXZMEDE-DEEZISNZSA-N
C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O	prephenate	mol_1312.sdf	InChI=1S/C10H10O6/c11-6-1-3-10(4-2-6,9(15)16)5-7(12)8(13)14/h1-4,6,11H,5H2,(H,13,14)(H,15,16)	FPWMCUPFBRFMLH-UHFFFAOYSA-N
CC(=CC=O)CCC=C(C)C=O	(6E)-8-oxogeranial	mol_1313.sdf	InChI=1S/C10H14O2/c1-9(6-7-11)4-3-5-10(2)8-12/h5-8H,3-4H2,1-2H3	GRHWFPUCRVCMRY-UHFFFAOYSA-N
N1C(=O)NC(=O)C=C1	Uracil	mol_1317.sdf	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	ISAKRJDGNUQOIC-UHFFFAOYSA-N
CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O	Biliverdin	mol_1320.sdf	InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,34-35H,1-2,9-12H2,3-6H3,(H,37,42)(H,38,39)(H,40,41)	RCNSAJSGRJSBKK-UHFFFAOYSA-N
C(\C=C\CCC)=O	trans-hex-2-enal	mol_1335.sdf	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+	MBDOYVRWFFCFHM-SNAWJCMRSA-N
O[C@H]1[C@H](C=CC2=CC=CC=C12)O	cis-1,2-dihydro-1,2-dihydroxynaphthalene	mol_1344.sdf	InChI=1S/C10H10O2/c11-9-6-5-7-3-1-2-4-8(7)10(9)12/h1-6,9-12H/t9-,10+/m0/s1	QPUHWUSUBHNZCG-VHSXEESVSA-N
OC1C(=C(C=C(C1O)Cl)C1=C(C=CC(=C1)Cl)Cl)Cl	3,4-dihydro-3,4-dihydroxy-2,2',5,5'-tetrachlorobiphenyl	mol_1345.sdf	InChI=1S/C12H8Cl4O2/c13-5-1-2-8(14)6(3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4,11-12,17-18H	JQLOFSCLYOAMEZ-UHFFFAOYSA-N
O[C@@H]1C(=CC=C[C@@H]1O)C1=CC=CC=C1	cis-2,3-dihydro-2,3-dihydroxybiphenyl	mol_1346.sdf	InChI=1S/C12H12O2/c13-11-8-4-7-10(12(11)14)9-5-2-1-3-6-9/h1-8,11-14H/t11-,12+/m0/s1	UMAHGMFKBJHGME-NWDGAFQWSA-N
C(=O)=O	CO2	mol_1136.sdf	InChI=1S/CO2/c2-1-3	CURLTUGMZLYLDI-UHFFFAOYSA-N
C(\C=C\C)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	crotonyl-CoA	mol_1332.sdf	InChI=1S/C25H40N7O17P3S/c1-4-5-16(34)53-9-8-27-15(33)6-7-28-23(37)20(36)25(2,3)11-46-52(43,44)49-51(41,42)45-10-14-19(48-50(38,39)40)18(35)24(47-14)32-13-31-17-21(26)29-12-30-22(17)32/h4-5,12-14,18-20,24,35-36H,6-11H2,1-3H3,(H,27,33)(H,28,37)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/b5-4+/t14-,18-,19-,20+,24-/m1/s1	KFWWCMJSYSSPSK-PAXLJYGASA-N
C(\C=C\C)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	crotonoyl-CoA	mol_1350.sdf	InChI=1S/C25H40N7O17P3S/c1-4-5-16(34)53-9-8-27-15(33)6-7-28-23(37)20(36)25(2,3)11-46-52(43,44)49-51(41,42)45-10-14-19(48-50(38,39)40)18(35)24(47-14)32-13-31-17-21(26)29-12-30-22(17)32/h4-5,12-14,18-20,24,35-36H,6-11H2,1-3H3,(H,27,33)(H,28,37)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/b5-4+/t14-,18-,19-,20+,24-/m1/s1	KFWWCMJSYSSPSK-PAXLJYGASA-N
C(\C=C\C)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	crotonyl CoA	mol_5558.sdf	InChI=1S/C25H40N7O17P3S/c1-4-5-16(34)53-9-8-27-15(33)6-7-28-23(37)20(36)25(2,3)11-46-52(43,44)49-51(41,42)45-10-14-19(48-50(38,39)40)18(35)24(47-14)32-13-31-17-21(26)29-12-30-22(17)32/h4-5,12-14,18-20,24,35-36H,6-11H2,1-3H3,(H,27,33)(H,28,37)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/b5-4+/t14-,18-,19-,20+,24-/m1/s1	KFWWCMJSYSSPSK-PAXLJYGASA-N
C(\C=C\CCCCC)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	trans-2-octenoyl-CoA	mol_1311.sdf	InChI=1S/C29H48N7O17P3S/c1-4-5-6-7-8-9-20(38)57-13-12-31-19(37)10-11-32-27(41)24(40)29(2,3)15-50-56(47,48)53-55(45,46)49-14-18-23(52-54(42,43)44)22(39)28(51-18)36-17-35-21-25(30)33-16-34-26(21)36/h8-9,16-18,22-24,28,39-40H,4-7,10-15H2,1-3H3,(H,31,37)(H,32,41)(H,45,46)(H,47,48)(H2,30,33,34)(H2,42,43,44)/b9-8+/t18-,22-,23-,24+,28-/m1/s1	CPSDNAXXKWVYIY-NTLMCJQISA-N
C(\C=C\CCCCCCC)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	trans-2-decenoyl-CoA	mol_1353.sdf	InChI=1S/C31H52N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h10-11,18-20,24-26,30,41-42H,4-9,12-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/b11-10+/t20-,24-,25-,26+,30-/m1/s1	MGNBGCRQQFMNBM-YJHHLLFWSA-N
CC1CCC(C2C1CCC(=C2)C)C(=C)C=O	artemisinic aldehyde	mol_1356.sdf	InChI=1S/C15H22O/c1-10-4-6-13-11(2)5-7-14(12(3)9-16)15(13)8-10/h8-9,11,13-15H,3-7H2,1-2H3	SVAPNGMAOHQQFJ-UHFFFAOYSA-N
CC1=CCC(CC1=O)C(=C)C	(+)-carvone	mol_1355.sdf	InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3	ULDHMXUKGWMISQ-UHFFFAOYSA-N
C1(C=CCCC1)=O	2-cyclohexen-1-one	mol_1326.sdf	InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h2,4H,1,3,5H2	FWFSEYBSWVRWGL-UHFFFAOYSA-N
CC1=C2CC3C(=C(C(=N3)CC4C(=C(C(=N4)CC5=NC(CC(=C1CCC(=O)O)N2)C(=C5C)CCC(=O)O)C)C=C)C)CCC(=O)O	Harderoporphyrinogen	mol_1358.sdf	InChI=1S/C35H42N4O6/c1-6-21-17(2)25-13-26-18(3)23(8-11-34(42)43)31(37-26)16-32-24(9-12-35(44)45)20(5)28(39-32)15-30-22(7-10-33(40)41)19(4)27(38-30)14-29(21)36-25/h6,29-31,39H,1,7-16H2,2-5H3,(H,40,41)(H,42,43)(H,44,45)	QTGZHJUSEYHULR-UHFFFAOYSA-N
CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C	Coproporphyrinogen-III	mol_1359.sdf	InChI=1S/C36H44N4O8/c1-17-21(5-9-33(41)42)29-14-27-19(3)22(6-10-34(43)44)30(39-27)15-28-20(4)24(8-12-36(47)48)32(40-28)16-31-23(7-11-35(45)46)18(2)26(38-31)13-25(17)37-29/h37-40H,5-16H2,1-4H3,(H,41,42)(H,43,44)(H,45,46)(H,47,48)	NIUVHXTXUXOFEB-UHFFFAOYSA-N
CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C	protoporphyrinogen-IX	mol_1361.sdf	InChI=1S/C34H40N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,35-38H,1-2,9-16H2,3-6H3,(H,39,40)(H,41,42)	UHSGPDMIQQYNAX-UHFFFAOYSA-N
CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C	protoporphyrinogen IX	mol_1362.sdf	InChI=1S/C34H40N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,35-38H,1-2,9-16H2,3-6H3,(H,39,40)(H,41,42)	UHSGPDMIQQYNAX-UHFFFAOYSA-N
C(CCCCCCC)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	octanoyl-CoA	mol_1366.sdf	InChI=1S/C29H50N7O17P3S/c1-4-5-6-7-8-9-20(38)57-13-12-31-19(37)10-11-32-27(41)24(40)29(2,3)15-50-56(47,48)53-55(45,46)49-14-18-23(52-54(42,43)44)22(39)28(51-18)36-17-35-21-25(30)33-16-34-26(21)36/h16-18,22-24,28,39-40H,4-15H2,1-3H3,(H,31,37)(H,32,41)(H,45,46)(H,47,48)(H2,30,33,34)(H2,42,43,44)/t18-,22-,23-,24+,28-/m1/s1	KQMZYOXOBSXMII-CECATXLMSA-N
C(C1CC(=O)NC(=O)N1)(=O)[O-]	dihydroorotate	mol_1370.sdf	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/p-1	UFIVEPVSAGBUSI-UHFFFAOYSA-M
C(CCC(=O)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	succinyl-CoA	mol_1373.sdf	InChI=1S/C25H40N7O19P3S/c1-25(2,20(38)23(39)28-6-5-14(33)27-7-8-55-16(36)4-3-15(34)35)10-48-54(45,46)51-53(43,44)47-9-13-19(50-52(40,41)42)18(37)24(49-13)32-12-31-17-21(26)29-11-30-22(17)32/h11-13,18-20,24,37-38H,3-10H2,1-2H3,(H,27,33)(H,28,39)(H,34,35)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/t13-,18-,19-,20+,24-/m1/s1	VNOYUJKHFWYWIR-ITIYDSSPSA-N
C[C@H](C(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O)CC(=O)O	(2S)-methylsuccinyl-CoA	mol_1374.sdf	InChI=1S/C26H42N7O19P3S/c1-13(8-16(35)36)25(40)56-7-6-28-15(34)4-5-29-23(39)20(38)26(2,3)10-49-55(46,47)52-54(44,45)48-9-14-19(51-53(41,42)43)18(37)24(50-14)33-12-32-17-21(27)30-11-31-22(17)33/h11-14,18-20,24,37-38H,4-10H2,1-3H3,(H,28,34)(H,29,39)(H,35,36)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/t13-,14+,18+,19+,20-,24+/m0/s1	OUFHQHVVFSERRI-VKBDFPRVSA-N
