EC_number	UniProt_ID	Organism_name	WT_structures	Mutant_structures	Structure_type
2.3.1.9	B0XMC1	Aspergillus fumigatus	-	6L2C	Substrate+Cofactor
2.3.1.9	P76461	Escherichia coli	-	5F38	Substrate+Cofactor
2.3.1.97	O60551	Homo sapiens	-	6PAU	Substrate only
2.3.1.97	P14743	Saccharomyces cerevisiae	-	2NMT,2P6G,2P6F	Substrate+Cofactor
2.3.1.97	P30419	Homo sapiens	6EHJ,6SKJ	5O6H,5O6J,3JTK,4C2Y,3IU2,3IWE,7OWP,5MU6,6FZ5,6FZ3,6FZ2,4C2Z,5UUT,6PAV	Substrate+Cofactor
2.3.1.97	Q9GPZ4	Leishmania major	-	6OMK	Substrate+Cofactor
2.3.2.13	P21980	Homo sapiens	-	2Q3Z,3S3J,3S3S,3S3P,6A8P,4PYG,1KV3,3LY6,6KZB	Substrate only
2.3.2.2	A9YTT0	Bacillus licheniformis	-	5XLU,4OTU	Substrate only
2.3.2.2	P18956	Escherichia coli	-	2DG5,2Z8I,2Z8K,2DBX,5B5T,2DBW,2DBU,2E0X,2E0Y,2Z8J	Substrate only
2.3.2.2	Q65KZ6	Bacillus licheniformis	-	5XLU,5Y9B,4OTU	Substrate only
2.3.2.23	P62837	Homo sapiens	6SQO,6SQS,6SQR,3ZNI,6W9D,6TTU	4V3L,5D1M,5D1L,5D1K,4LDT,2CLW,5ULH,4V3K,4A49,4WZ3,4A4C,4A4B	Substrate only
2.3.2.5	B7QK46	Ixodes scapularis	-	4MHY,7D23,7D2J,7D2I,4MHZ,7D21,7D1N,7D1P	Substrate only
2.3.2.5	Q16769	Homo sapiens	7COZ,7D8E	2AFW,2AFX,6YJY,2AFZ,7CP0,6GBX,6YI1,3PBB,4YWY,2ZEG,3SI0,4YU9,7CM0,2AFU	Substrate only
2.3.2.5	Q9CYK2	Mus musculus	-	3SI2	Substrate only
2.3.2.5	Q9VRQ9	Drosophila melanogaster	-	4F9U,4FWU,4F9V	Substrate only
2.3.3.1	O75390	Homo sapiens	-	5UZQ,5UZP	Substrate only
2.3.3.13	P9WQB3	Mycobacterium tuberculosis	-	3HQ1,3HPS,1SR9,3HPZ,3U6W,3FIG	Substrate only
2.3.3.14	Q9Y823	Schizosaccharomyces pombe	-	3IVS,3MI3,3IVT,3IVU	Substrate only
2.3.3.16	A4YGX6	Metallosphaera sedula	-	6ABX,6ABY	Substrate only
2.3.3.16	P0ABH7	Escherichia coli	-	4JAG,1OWB,4JAF,1NXG,4JAE	Substrate only
2.3.3.16	P21553	Thermoplasma acidophilum	2R9E,2R26	2IFC,4YBO	Substrate only
2.3.3.5	Q50I20	Aspergillus fumigatus	-	5UQR	Substrate+Cofactor
2.3.3.9	P9WK17	Mycobacterium tuberculosis	-	2GQ3	Substrate+Cofactor
2.4.1.1	Q8KQ56	Corynebacterium callunae	2C4M	-	Substrate+Cofactor
2.4.1.10	B2IF78	Beijerinckia indica subsp. indica	-	6M0E	Substrate only
2.4.1.10	B2VCC3	Erwinia tasmaniensis	-	7OSO	Substrate only
2.4.1.10	P05655	Bacillus subtilis	6PWQ	1OYG,6VHQ	Substrate only
2.4.1.129	P02919	Escherichia coli	-	3VMA,5HLD,5HLA,6YN0,5HLB,5HL9,5FGZ,3FWL	Substrate only
2.4.1.133	Q9UBV7	Homo sapiens	-	4IRP,4IRQ	Substrate only
2.4.1.143	Q10469	Homo sapiens	-	5VCM,5VCR,5VCS	Substrate only
2.4.1.152	O30511	Helicobacter pylori	-	2NZX,2NZY,5ZOI	Substrate only
2.4.1.19	P04830	Paenibacillus macerans	-	4JCL	Substrate only
2.4.1.19	P30920	Niallia circulans	-	5CGT,6CGT	Substrate only
2.4.1.19	P43379	Niallia circulans	2CXG	1KCL,1OT1,1PJ9,1OT2,1PEZ,1DTU,1KCK,2DIJ	Substrate only
2.4.1.20	Q7WTR6	Cellulomonas uda	3S4C	3S4B	Substrate only
2.4.1.211	E8MF13	Bifidobacterium longum	-	2ZUV,2ZUT,2ZUW,2ZUU,3WFZ	Substrate only
2.4.1.220	A0A2R2JFJ4	Persicaria tinctoria	-	5NLM,6SU6,6SU7	Substrate only
2.4.1.221	Q9Y2G5	Homo sapiens	-	4AP5,4AP6	Substrate only
2.4.1.222	O09008	Mus musculus	2J0B	-	Substrate only
2.4.1.227	P17443	Escherichia coli	-	1NLM	Substrate only
2.4.1.25	O87172	Thermus thermophilus	-	5JIW,1ESW,2OWC,2OWW,2OWX	Substrate only
2.4.1.25	Q2VJA0	Thermus brockianus	2X1I	-	Substrate only
2.4.1.25	Q8NNA7	Corynebacterium glutamicum	-	5B68	Substrate only
2.4.1.25	Q9LV91	Arabidopsis thaliana	5CPS,5CSY,5CPQ,5CPT,5CQ1,5CSU	-	Substrate only
2.4.1.255	A0A0H2URG7	Streptococcus pneumoniae TIGR4	-	4PQG	Substrate only
2.4.1.255	O15294	Homo sapiens	5C1D,6IBO	5NPS,4GYW,4N39,4GYY,5NPR,4N3A,3TAX,4GZ3,5LWV,3PE4,6MA5,6MA4,6MA3,5HGV,6MA2,4N3B,6Q4M,5VIF,5BNW,6E37,5LVV,4N3C,5VIE,6MA1,3PE3,4GZ6,4GZ5,4XI9,4CDR,4AY5,4XIF,4AY6,7YEH	Substrate only
2.4.1.264	Q8GCH2	Xanthomonas campestris	-	3CV3,2Q6V	Substrate only
2.4.1.266	P9WMW9	Mycobacterium tuberculosis	-	4DEC,4Y6U,4Y6N,4Y7G,4Y9X,3E25,5JT0,5JUC,5JQX,4DE7,4Y7F	Substrate only
2.4.1.269	Q9RFR0	Rhodothermus marinus	2Y4J	2BO4,2BO6,2BO8,2BO7	Substrate only
2.4.1.281	Q5LH68	Bacteroides fragilis	-	3WAT,3WAU	Substrate only
2.4.1.288	O53585	Mycobacterium tuberculosis	-	4FIX,4FIY	Substrate only
2.4.1.31	D7UT17	Paenibacillus sp.	6GH3,6GGY,6GH2	-	Substrate only
2.4.1.311	P96558	Amycolatopsis orientalis	1PN3,1PNV	3H4T,3H4I	Substrate only
2.4.1.312	Q8NAT1	Homo sapiens	-	6XFI	Substrate only
2.4.1.312	Q8WZA1	Homo sapiens	-	5GGN,5GGL,5GGK,5XFC,5GGJ,5GGO,5GGP,5GGI	Substrate only
2.4.1.320	Q8A8X4	Bacteroides thetaiotaomicron	-	3EHM,3EHN	Substrate only
2.4.1.321	Q21MB1	Saccharophagus degradans	-	4ZLF,4ZLG	Substrate only
2.4.1.322	Q9AFC7	Amycolatopsis orientalis	1RRV	-	Substrate only
2.4.1.329	A0A6C7EEG6	Ilumatobacter coccineus	-	6S9U	Substrate only
2.4.1.329	D9TT09	Thermoanaerobacterium thermosaccharolyticum	-	6S9V	Substrate only
2.4.1.332	D6XZ22	Salisediminibacterium selenitireducens	-	4KTP,4KTR	Substrate only
2.4.1.333	A9KJS6	Lachnoclostridium phytofermentans	-	5H3Z,5H41,5H42,5H40	Substrate only
2.4.1.339	Q92DF6	Listeria innocua	-	5B0R,5B0S,5B0Q	Substrate only
2.4.1.350	K7NBW3	Siraitia grosvenorii	-	6L8Z	Substrate only
2.4.1.355	A0A0H3JPC6	Staphylococcus aureus	-	5TZJ,5TZK,5U02,5TZE	Substrate only
2.4.1.359	E4PMA5	Marinobacter adhaerens	-	7XDQ	Substrate only
2.4.1.36	F2RH01	Streptomyces venezuelae	5LQD	-	Substrate only
2.4.1.37	P16422	Homo sapiens	6I07	4MZV	Substrate only
2.4.1.37	P16442	Homo sapiens	1LZJ,1LZI	6GX2,5M7D,6GX0,5M79,4Y63,5M7A,5C3A,5C47,5C3D,5BXC,5C4D,3I0G,5C1L,5C3B,2RJ6,5C4F,3SX7,4FRA,5C4C,3SX5,2RJ5,5C38,5C8R,3IOI,3SX3,5C48,5C1G,3SX8,2RJ4,3SXE,1ZIZ,3SXB,5C49,3SXA,5M7B,4KC1,2RJ0,4FRB,5C4B,4FRD,1ZI5,1WT1,3SXD,5C36,5C1H,5C4E,1R82,2RJ1,2RIY,3I0F,1ZHJ,1ZJP,2A8W,4Y64,4Y62,4KC4,3I0L,3U0Y,6GX1,5M7C,1ZJO,6GWZ,1R80,1ZJ1,3V0O,3IOJ,2O1H,1ZJ0,3V0M,1ZJ2,2RJ9,2A8U,1ZJ3,2RJ8,2RJ7,4KC2,3ZGF,1R7Y,4FRO,3V0L,3V0N,2RIX,1R81,1WT3,3V0Q,4FRH,4FRE,3U0X,3SXG,4FRM,4FRL,1WT2,3I0D,3ZGG,3I0I,3V0P,3SXC,4FRP,4FQW,2Y7A,4GBP,3I0K,4FRQ,4C2S	Substrate only
2.4.1.38	P15291	Homo sapiens	2AGD,2AE7,2AEC,2AES,2AH9	2FY7,2FYA,2FYB,4EE4,4EEA,4EEM,4EEG,3EE5,4EE5,4EE3,4EEO,6FWU	Substrate only
2.4.1.384	O34539	Bacillus subtilis	-	6KQW,6KQX	Substrate only
2.4.1.4	Q1J0W0	Deinococcus geothermalis	-	3UCQ	Substrate only
2.4.1.4	Q9ZEU2	Neisseria polysaccharea	-	1G5A,5N6V,1JG9,3UEQ,1MVY,1MW3,5N7J,1MW0,1MW1,1MW2,4FLO,1S46,4FLR,4FLQ	Substrate only
2.4.1.41	Q10471	Homo sapiens	4D0T	5AJO,2FFU,5AJP,5AJN,6E7I,5FV9,4D0Z,5NDF,6EGS,2FFV,4D11,6NQT	Substrate only
2.4.1.49	Q93HT8	Acetivibrio thermocellus	5NZ8	-	Substrate only
2.4.1.68	Q9BYC5	Homo sapiens	6X5R,6X5S	6X5H,6VLD,6X5T,6X5U	Substrate only
2.4.1.85	Q9SBL1	Sorghum bicolor	-	7ZER,7ZF0	Substrate only
2.4.1.87	P14769	Bos taurus	2JCK,1VZX,1VZU,2JCJ,2VFZ,2VXL	1O7Q,1GX4,1K4V,2VS4,1GX0,1GWW,2VS5,1O7O,1VZT,5NRD,2WGZ,2VS3,5NRB,1G8O,1G93,1GWV,1FG5	Substrate only
2.4.2.1	A4Q998	Anopheles gambiae	-	2P4S	Substrate only
2.4.2.1	P00491	Homo sapiens	1PF7,1PWY	4EAR,7ZSL,7ZSO,3BGS,1RSZ,5UGF,2A0X,2A0W,2A0Y,7ZSP,1RT9,3GB9,5ETJ,4EB8,3PHB,7ZSN,3K8O,1RR6,3K8Q,2ON6,3GGS,2OC9,2OC4,4ECE,7ZSM,1V2H,3D1V,3INY,1ULB,1V3Q,1YRY,1RCT,1V41,1V45,2Q7O,1RFG	Substrate only
2.4.2.1	P0ABP8	Escherichia coli	4TS9,3UT6,4TTA,1K9S,1A69,4TS3	6XZ2,4TTJ,4TTI,1OVG,5I3C,1OUM,1OV6,1OTY,1OU4,5IU6	Substrate only
2.4.2.1	P55859	Bos taurus	1B8O,2AI2,2AI3,2AI1,1B8N,1A9S,1A9T,1A9Q,1A9R,1LVU,2QPL,1VFN,1V48,1FXU,1LV8,1A9P	3FUC	Substrate only
2.4.2.1	Q2HXR2	Toxoplasma gondii	-	3MB8	Substrate only
2.4.2.1	Q6CSZ6	Kluyveromyces lactis	-	5IFK	Substrate only
2.4.2.1	Q8T9Z7	Homo sapiens	-	5ZNC,5ZNI	Substrate only
2.4.2.10	P9WHK9	Mycobacterium tuberculosis	5HKF,5HKI	-	Substrate only
2.4.2.10	Q8T6J6	Plasmodium falciparum	-	3VI2,6DSR,6DSS,2ZA1,2ZA3	Substrate only
2.4.2.12	P43490	Homo sapiens	7PPH,7PPE,7PPG,7PPI,7PPF	8DSC,8DSE,8DSD,8DSI,6E68,4LVF,4O10,4LVA,6TA0,6TAC,4KFN,4KFO,5KIT,4LWW,4O1B,6TA2,5UPF,4LTS,4N9D,4LVG,4O1D,4N9E,4WQ6,5U2N,4LVD,4O19,4M6P,4O13,4N9C,4O16,3DHF,4O15,4LV9,4O17,4LVB,4KFP,4O1A,4O14,5LX5,3DKL,5U2M,4JR5,4O18,5UPE,5WI1,3DKJ,2E5D,4O28,3DHD,5NSD,4O0Z,5WI0,4O1C,2GVJ,5LX3,3DGR,8DTJ,4L4L,2E5C,8DSH,2GVG,4JNM,7ENQ,4M6Q,6B76,4L4M,6PEB,4O12,6ATB,6AZJ,6B75,4N9B	Substrate only
2.4.2.12	Q99KQ4	Mus musculus	-	2H3B,2GVL,2H3D,7Q8T	Substrate only
2.4.2.17	G7JFL4	Medicago truncatula	-	6CZM	Substrate only
2.4.2.17	Q4FQF7	Psychrobacter arcticus	6FCC,6FCT,6FCY,6FCW,7Z8U,6FD9,6FTT,6FU7,6R02,6FU2,6FUA	6FCA,7Z6R	Substrate only
2.4.2.17	Q5HSJ4	Campylobacter jejuni	-	5UBG,4YB6,5UBH,5UBI,4YB7,4YB5	Substrate only
2.4.2.18	P50384	Saccharolobus solfataricus	1GXB	3GBR,1ZYK,2GVQ,1ZXY	Substrate only
2.4.2.19	P9WJJ7	Mycobacterium tuberculosis	-	1QPQ,1QPR,1QPN	Substrate only
2.4.2.2	Q5XA29	Streptococcus pyogenes	-	3QPB	Substrate only
2.4.2.21	Q05603	Salmonella enterica	1D0S,1D0V	4KQI,4KQK,1L5O,1JH8,1L5F,1L5N,4KQH,4KQG,4KQF,4KQJ,1L5M,1L5L,1L5K,1L4N,1L4M,1L4L,1L4E,1JHX,1JHU,1JHR,1JHQ,1JHO,1JHA,1JHY,1JHV,1L4F,1L4G,1L4H,1L4K,1JHP,1JHM	Substrate only
2.4.2.22	P0A9M5	Escherichia coli	-	1A95,1A96,4JLS,1A97,4JIT	Substrate only
2.4.2.22	P42085	Bacillus subtilis	-	1Y0B,6W1I,2FXV	Substrate only
2.4.2.28	I0B503	Schistosoma mansoni	-	5F7J,5F7X,5F7O,5FAK,5F76,5F77,4L5C,4L6I,4L5A	Substrate only
2.4.2.28	Q7XA67	Arabidopsis thaliana	-	3BSF	Substrate only
2.4.2.28	Q8YBL1	Brucella melitensis	-	4PR3	Substrate only
2.4.2.28	Q9T0I8	Arabidopsis thaliana	-	2H8G,2QTG,2QTT,3LGS	Substrate only
2.4.2.29	P28720	Zymomonas mobilis	5JXQ,1ENU	5N6F,4Q8W,6YGW,4LBU,5JSV,4E2V,6YH2,3BLD,1R5Y,6YYZ,5JT5,5JSW,6YGM,4Q4S,4PUN,5I02,6YHD,6YGO,3BLL,5LPS,2Z7K,4Q8U,4KWO,6YGP,5J9M,6YGX,4Q4O,5I06,5UTI,6FMN,6FPU,3TLL,5JGO,5JGM,5SW3,4Q8V,6YGS,4Q8T,3GC5,4LEQ,5J9O,4Q4Q,5V3C,4GCX,5LPO,4PUJ,5I09,4Q4R,6FSO,4Q8P,4GH1,4FPS,2NQZ,4GG9,6YGL,4PUK,5I00,6YH3,3GE7,6YGY,4GKT,4Q4P,6YHE,5JT6,5UTJ,6YH1,3UVI,5EGR,4HSH,3SM0,6YIQ,1Y5V,1Y5W,4FR6,7A6D,3BLO,4FSA,4Q4M,2Z1W,2Z1X,6YGV,5J9N,4PUL,4DXX,7APM,4HQV,6RKQ,3RR4,7A4K,4H7Z,2PWV,6YGR,7A3V,5JT7,1K4G,1P0B,1PXG,2BBF,2QII,4Q8Q,5I03,4FR1,6RKT,4GIY,1Q66,7A9E,2PWU,7A0B,3C2Y,3EOS,3GC4,1K4H,2POT,3UNT,1S38,3S1G,4HVX,1F3E,1Q63,7A3X,6YGZ,4Q8O,5I07,4HTB,1OZQ,7ADN,3EOU,4PUM,1Q4W,1S39,2QZR,4GI4,5LPP,7APL,4GHR,1EFZ,7A4X,4GH3,1Y5X,1Q65,1N2V,5LPT,1P0E,5LPQ,1Q2R,4JBR,1Q2S	Substrate only
2.4.2.3	A0A410UCT3	Phytophthora capsici	6K8P	6K5K,6K5H	Substrate only
2.4.2.3	G4VGH9	Schistosoma mansoni	-	5CYF	Substrate only
2.4.2.30	C9Z6T8	Streptomyces scabiei	-	5EWY,5EWK	Substrate only
2.4.2.4	P07650	Escherichia coli	-	4EAD,4LHM,1TPT	Substrate only
2.4.2.4	P19971	Homo sapiens	-	1UOU,2J0F,2WK6	Substrate only
2.4.2.44	Q9HZK1	Pseudomonas aeruginosa	-	3OZB	Substrate only
2.4.2.57	Q5JCX3	Thermococcus kodakarensis	-	4GA6	Substrate only
2.4.2.6	Q57VC7	Trypanosoma brucei brucei	-	2F62,2F64,2F67,2F2T,2A0K	Substrate only
2.4.2.6	Q9R5V5	Lactobacillus leichmannii	1F8Y	4HX9	Substrate only
2.4.2.64	Q9BXR0	Homo sapiens	7NQ4	6H45,6H42	Substrate only
2.4.2.7	Q967M2	Giardia intestinalis	-	1L1Q,1L1R	Substrate only
2.4.2.7	Q97W95	Saccharolobus solfataricus	-	4TRC,4TS5,4TS7	Substrate only
2.4.2.8	P00492	Homo sapiens	2VFA	5HIA,4RAO,6BNJ,4RAD,1BZY,4IJQ,4RAC,4RAB,5BRN,5W8V,1HMP,4RAQ,4RAN,7SAN,3GGJ,3GEP,5BSK,1D6N,4KN6,3GGC	Substrate only
2.4.2.8	P20035	Plasmodium falciparum	2VFA	7TUX,3OZF,3OZG,1CJB	Substrate only
2.4.2.8	P9WHQ9	Mycobacterium tuberculosis	-	4RHX,4RHY,5KNP,5KNQ,4RHU,4RHT,5KNY	Substrate only
2.4.2.8	Q07010	Trypanosoma brucei brucei	-	5JSQ,6APS,6APT,6APU,6APV,6MXG,5KAM,7SB7,5JV5,5KAP,5K51	Substrate only
2.4.2.8	Q5SLS3	Thermus thermophilus	-	3ACD,3ACB,3ACC	Substrate only
2.4.2.8	Q8R7L0	Caldanaerobacter subterraneus subsp. tengcongensis	-	1YFZ	Substrate only
2.4.3.1	P13721	Rattus norvegicus	-	4MPS	Substrate only
2.4.3.1	P15907	Homo sapiens	6QVS,6QVT	4JS1,4JS2	Substrate only
2.4.3.6	Q15KI8	Pasteurella multocida	2EX1	3S44,2II6,2IY7,2C83,2IHK,2IHJ,2IHZ,2IIB,2ILV,2IIQ,2C84	Substrate only
2.4.99.23	P24173	Escherichia coli	-	2H1H	Substrate only
2.5.1.104	Q5SK28	Thermus thermophilus	-	3ANX	Substrate only
2.5.1.106	Q4WAW7	Aspergillus fumigatus	-	3O2K	Substrate only
2.5.1.109	E0Y3X1	Aspergillus sp.	-	6VYA	Substrate only
2.5.1.111	Q8GHB2	Streptomyces roseochromogenus subsp. oscitans	2XM5,2XLQ,2XM7	-	Substrate only
2.5.1.135	Q15JG1	Streptomyces hygroscopicus subsp. limoneus	-	4F97,4F96,3VDN,4F9F	Substrate only
2.5.1.136	A0A1B0UHJ4	Aspergillus terreus	5KCL	5KD6,5KCQ,5KDA,5KCY,5KD0	Substrate only
2.5.1.140	A6QDA0	Staphylococcus aureus	-	5D86	Substrate+Cofactor
2.5.1.15	Q25704	Plasmodium falciparum	-	6JWS,6KCM,6JWQ,6JWX,6JWY,6KCK,6JWT,6JWR,6JWU,6JWV,6KCL,6JWW,6JWZ	Substrate only
2.5.1.15	Q81VW8	Bacillus anthracis	-	4NIR,1TX2,4NHV,3H2E,1TX0,4NIL,4D8A,4D8Z,3H23,3H2F,4D9P,4NL1,3TYE,3TYC,3H2M,3H21,3H2N,3H2A,3H22,4DAI,4DB7,3H26,3H24,1TWW,3TYD,4DAF,3H2C,3TYB,3TYA,3H2O,1TWZ	Substrate only
2.5.1.152	A0A0H3JXA8	Staphylococcus aureus	7C7M	7C9M,7C9K	Substrate only
2.5.1.16	P19623	Homo sapiens	-	2O07,2O0L,2O05,2O06,3RW9	Substrate only
2.5.1.16	Q9WZC2	Thermotoga maritima	-	1JQ3	Substrate only
2.5.1.17	P31570	Salmonella enterica	-	1G5T,4HUT,1G5R,1G64	Substrate only
2.5.1.17	Q96EY8	Homo sapiens	-	7RUT,7RUU,7RUV,6D5X,2IDX,6D5K	Substrate only
2.5.1.17	Q9HIA7	Thermoplasma acidophilum	-	8DMH,8DMI	Substrate only
2.5.1.18	A0A4Y5R032	Salix babylonica	-	7DW4,7DW1	Cofactor only
2.5.1.18	A0A4Y5R087	Salix babylonica	-	7DWG,7DWE	Cofactor only
2.5.1.18	I6ZUH3	Phanerodontia chrysosporium	-	4F03	Substrate only
2.5.1.18	M2QJS8	Gelatoporia subvermispora	-	6J3G	Substrate only
2.5.1.18	O49235	Glycine max	2VO4	-	Substrate+Cofactor
2.5.1.18	P09211	Homo sapiens	1PGT,2PGT,3GSS,4PGT	5J41,2A2R,6Y1E,5DAL,3GUS,6AP9,2A2S,7BIA,3IE3,5DJL,13GS,19GS,3CSI,3HJO,3KM6,1ZGN,3DD3,11GS,3KMO	Substrate+Cofactor
2.5.1.18	P0A9D2	Escherichia coli	-	1N2A,1A0F	Cofactor only
2.5.1.18	P17695	Saccharomyces cerevisiae	-	3D5J	Cofactor only
2.5.1.18	P30711	Homo sapiens	-	2C3Q	Substrate+Cofactor
2.5.1.18	P81065	Brucella anthropi	-	2PVQ,2NTO	Cofactor only
2.5.1.18	Q7PVS6	Anopheles gambiae	-	2IMI,2IMK	Cofactor only
2.5.1.18	Q8N0B3	Nilaparvata lugens	3WYW	-	Substrate+Cofactor
2.5.1.18	Q9FQE8	Glycine max	-	4CHS	Substrate+Cofactor
2.5.1.18	Q9GN60	Anopheles dirus	-	3F6D,3F63,3G7I,3G7J	Cofactor only
2.5.1.18	Q9U795	Musca domestica	-	3VWX	Cofactor only
2.5.1.19	P0A6D3	Escherichia coli	-	1X8R,2AA9,1G6S,2QFQ,2AAY,2QFS,2QFT,1G6T,2QFU,2PQ9,1Q36,3FJZ,3FK0,3FK1,1MI4,3FJX,1X8T	Substrate only
2.5.1.19	Q9S400	Streptococcus pneumoniae	-	1RF6,1RF4	Substrate only
2.5.1.2	P45741	Paenibacillus thiaminolyticus	-	4THI	Substrate only
2.5.1.22	P52788	Homo sapiens	-	3C6K,3C6M	Substrate only
2.5.1.27	P58758	Agrobacterium tumefaciens	-	2ZE6,2ZE7,2ZE5,2ZE8	Substrate only
2.5.1.27	Q5GHF7	Humulus lupulus	-	3A8T	Substrate only
2.5.1.28	C1K5M2	Solanum lycopersicum	-	7VPC	Substrate only
2.5.1.29	Q12051	Saccharomyces cerevisiae	-	2E8V,2Z4V,2Z4X,2ZEU,2Z50,2E8X,2E8U,2Z7H,2Z4Z,2Z7I,2Z78,2Z4Y,2E93,2Z52,2E8T,2E91,2E94,2E95,2ZEV,2E92,2E8W,2Z4W,2E90	Substrate only
2.5.1.31	P55984	Helicobacter pylori	-	2DTN	Substrate only
2.5.1.31	P60472	Escherichia coli	-	3SGV,1UEH,4H2M,1JP3,4H2J,3SH0,1X09,1X06,1X08,2E98,4H3C,4H38,4H3A,2E99,2E9C,2E9A,3WYJ,3TH8,4H2O,5CQJ,5ZHE,5CQB,1X07,1V7U,3SGX,2E9D	Substrate only
2.5.1.34	Q50EL0	Aspergillus fumigatus	-	3I4Z,3I4X	Substrate only
2.5.1.46	Q4GZD1	Trypanosoma brucei brucei	-	6DFT	Cofactor only
2.5.1.47	A8YBP8	Microcystis aeruginosa	-	4LMB	Substrate+Cofactor
2.5.1.47	A8YBS4	Microcystis aeruginosa	-	4LMA	Cofactor only
2.5.1.47	D2Z027	Streptomyces lavendulae	-	3X44	Substrate only
2.5.1.54	G3XCJ9	Pseudomonas aeruginosa	-	6BMC	Substrate only
2.5.1.54	P0AB91	Escherichia coli	5CKS	8E0S,1N8F,8E0T,8E0X,1GG1,8E0Y,8E0V,7RUE,1QR7,1KFL,7RUD	Substrate only
2.5.1.54	Q8U0A9	Pyrococcus furiosus	4C1K,4GRS	4C1L,1ZCO	Substrate only
2.5.1.54	Q9K169	Neisseria meningitidis	-	5D04,5D05,4UMA,5D03,5D02,4HSN,4UCG,5CZT,5DCB,4HSO,4UMB,4UC5,5DCE,5DCD,4UMC,5D09,5CZS,5CZ0	Substrate only
2.5.1.54	Q9WYH8	Thermotoga maritima	4GRS	3PG8,1RZM,3PG9	Substrate only
2.5.1.54	Q9YEJ7	Aeropyrum pernix	-	1VS1	Substrate only
2.5.1.55	O66496	Aquifex aeolicus	-	2NWR,3E12,3E0I,1ZHA,1PE1,2A21,1PCK,2NWS,2NX1,1LRQ,1LRO,1JCX,1FXQ,1T8X,1PCW,1FWW,1T96,1FY6,1FWS,1JCY,1FWT,1FWN,2NXG,2A2I,2EF9,2NX3,2NXH,1ZJI,2NXI	Substrate only
2.5.1.55	P0A715	Escherichia coli	-	1PHW,1G7V,1X6U,1PHQ,1Q3N,1G7U,1PL9	Substrate only
2.5.1.55	Q9JZ55	Neisseria meningitidis	-	3FYP,3FYO	Substrate only
2.5.1.6	P0A817	Escherichia coli	1MXA,1MXB,1MXC	7R2W,1P7L,1RG9,1XRB	Substrate only
2.5.1.6	P31153	Homo sapiens	-	7RWG,7BHS,7BHT,7RXW,7RXV,7BHX,7BHR,5A1I,7KCF,7KCE,7BHW,7BHU,8AXZ,7BHV,7RWH,7RW7,2P02,7KDA,7KDB,7RXX,7L1A,7KCC,6G6R,8OOG,6FBP,6FCD,6FWB,6FBO,5A1G,6FAJ,6P9V,5UGH,5A19,4NDN,7RW5,7LNH,6WKB,4KTT,6FCB,6FBN,4KTV	Substrate only
2.5.1.6	Q58605	Methanocaldococcus jannaschii	-	7P8M,7P84	Substrate only
2.5.1.6	Q8TZW1	Pyrococcus furiosus	-	6S83	Substrate only
2.5.1.6	Q980S9	Saccharolobus solfataricus	-	4L7I,4HPV,4K0B,4L2Z	Substrate only
2.5.1.63	Q70GK9	Streptomyces cattleya	-	5FIU,2V7W,2V7V,2V7X,2C2W,2CBX,2CC2,4CQJ,2C5B,1RQR,2C5H	Substrate only
2.5.1.63	W0W999	Streptomyces sp. MA37	-	5B6I,5LMZ	Substrate only
2.5.1.65	P9WP53	Mycobacterium tuberculosis	5I6D,5I7R,5IW8,5I7A,5I7O,5I7H,5IWC	-	Substrate+Cofactor
2.5.1.65	Q9YBL2	Aeropyrum pernix	-	3VSC,3VSD,5B36	Substrate+Cofactor
2.5.1.7	P0A749	Escherichia coli	1A2N	3KQJ,3KR6,1UAE,2Z2C,3ISS,3SWD	Substrate only
2.5.1.7	P33038	Enterobacter cloacae	-	1EJD,4E7G,1EYN,3LTH,1EJC,3SWQ,1DLG,3SWA,4EII,3UPK,1NAW,4E7B,4E7C,4E7F,3SU9,3KQA,4E7E,1RYW,3SPB,3V4T,4E7D,1YBG,1Q3G,3V5V,3SWI	Substrate only
2.5.1.78	Q986N2	Mesorhizobium loti	-	2OBX	Substrate only
2.5.1.86	P9WFF7	Mycobacterium tuberculosis	-	6IME,2VG3,4ONC,2VG2	Substrate only
2.5.1.90	P0AD57	Escherichia coli	-	5ZE6,5ZLF	Substrate only
2.5.1.92	B8XA40	Solanum habrochaites	-	5HXP,5HXQ,5HXT	Substrate only
2.5.1.94	A4X3Q0	Salinispora tropica CNB-440	-	6RYZ,2Q6K,6RZ2,2Q6O,2Q6I,2Q6L	Substrate only
2.6.1.1	O69689	Mycobacterium tuberculosis	-	5C6U,6U7A,6U78	Substrate+Cofactor
2.6.1.1	P00509	Escherichia coli	1QIS,1QIT,1QIR,1ARI,1B4X	8E9D,2Q7W,2QB3,2QB2,2QA3,2QBT,8E9M,1ART,8E9Q,8E9K,8E9O,2D5Y,1AHX,8E9S,2D61,2D63,2D64,1AMR,1ASD,1IX7,1AHY,1AHF,1ASM,1YOO,1ASA,3ZZJ,1ASE,1CZC,1AHG,1ASB,2D7Z,1AMS,1ASG,1AIB	Substrate+Cofactor
2.6.1.1	Q02635	Sinorhizobium meliloti	-	6F77	Substrate only
2.6.1.1	Q56232	Thermus thermophilus	-	1GCK,1BKG,1GC3,1GC4	Substrate+Cofactor
2.6.1.1	Q9SIE1	Arabidopsis thaliana	6F5V	5WML	Substrate+Cofactor
2.6.1.102	Q9A9H3	Caulobacter vibrioides	-	3DR4,3DR7,3BN1	Substrate only
