EC_number	UniProt_ID	Organism_name	Substrate_only	Cofactor_only	Substrate+Cofactor	Apo_structures
1.5.1.33	O76290	Trypanosoma brucei brucei	2WD8_C,5JCX_C	6GDP_C,6GDO_C,6HNC_C,5JCJ_C,6RX5_C,6HOW_C,6GEX_C,6GD0_C,6RX0_C	4CMJ_A,4CMJ_B,4CMJ_C,4CMJ_D,6GDP_A,6GDP_B,6GDP_D,3GN2_A,3GN2_B,3GN2_C,3GN2_D,6GDO_A,6GDO_B,6GDO_D,6HNC_A,6HNC_B,6HNC_D,7OPJ_A,7OPJ_B,7OPJ_C,7OPJ_D,4CMA_A,4CMA_B,4CMA_C,4CMA_D,4CME_A,4CME_B,4CME_C,4CME_D,4WCF_A,4WCF_B,4WCF_C,4WCF_D,6TBX_A,6TBX_B,6TBX_C,6TBX_D,2VZ0_A,2VZ0_B,2VZ0_C,2VZ0_D,4CMC_A,4CMC_B,4CMC_C,4CMC_D,4CM5_A,4CM5_B,4CM5_C,4CM5_D,4CMK_A,4CMK_B,4CMK_C,4CMK_D,4CLD_A,4CLD_B,4CLD_C,4CLD_D,2X9N_A,2X9N_B,2X9N_C,2X9N_D,6GCL_A,6GCL_B,6GCL_C,6GCL_D,6RX6_A,6RX6_B,6RX6_C,6RX6_D,5JCJ_A,5JCJ_B,5JCJ_D,2X9V_A,2X9V_B,2X9V_C,2X9V_D,3BMC_A,3BMC_B,3BMC_C,3BMC_D,2YHU_A,2YHU_B,2YHU_C,2YHU_D,2WD8_A,2WD8_B,2WD8_D,3BMN_A,3BMN_B,3BMN_C,3BMN_D,4CM8_A,4CM8_B,4CM8_C,4CM8_D,3BMQ_A,3BMQ_B,3BMQ_C,3BMQ_D,4CMI_A,4CMI_B,4CMI_C,4CMI_D,6GD4_A,6GD4_B,6GD4_C,6GD4_D,4CM9_A,4CM9_B,4CM9_C,4CM9_D,5IZC_A,5IZC_B,5IZC_C,5IZC_D,4CMB_A,4CMB_B,4CMB_C,4CMB_D,6GEY_A,6GEY_B,6GEY_C,6GEY_D,4WCD_A,4WCD_B,4WCD_D,4CLX_A,4CLX_B,4CLX_C,4CLX_D,4CM6_A,4CM6_B,4CM6_C,4CM6_D,6RX5_A,6RX5_B,6RX5_D,2C7V_A,2C7V_B,2C7V_C,2C7V_D,6HOW_A,6HOW_B,6HOW_D,5JDC_A,5JDC_B,5JDC_C,5JDC_D,6GEX_A,6GEX_B,6GEX_D,6GCQ_A,6GCQ_B,6GCQ_C,6GCQ_D,4CLH_A,4CLH_B,4CLH_C,4CLH_D,4CL8_A,4CL8_B,4CL8_C,4CL8_D,2X9G_A,2X9G_B,2X9G_C,2X9G_D,6GD0_A,6GD0_B,6GD0_D,4CM7_A,4CM7_B,4CM7_C,4CM7_D,4CLO_A,4CLO_B,4CLO_C,4CLO_D,4CMG_A,4CMG_B,4CMG_C,4CMG_D,6HNR_A,6HNR_B,6HNR_C,6HNR_D,4CM3_A,4CM3_B,4CM3_C,4CM3_D,4CLE_A,4CLE_B,4CLE_C,4CLE_D,6GCK_A,6GCK_B,6GCK_C,6GCK_D,4CLR_A,4CLR_B,4CLR_C,4CLR_D,5JCX_A,5JCX_B,5JCX_D,6RX0_A,6RX0_B,6RX0_D,4CM1_A,4CM1_B,4CM1_C,4CM1_D,4CM4_A,4CM4_B,4CM4_C,4CM4_D,6GCP_A,6GCP_B,6GCP_C,6GCP_D,3GN1_A,3GN1_B,3GN1_C,3GN1_D,5K6A_A,5K6A_B,5K6A_C,5K6A_D,2WD7_A,2WD7_B,2WD7_C,2WD7_D,5JDI_A,5JDI_B,5JDI_C,5JDI_D,3MCV_A,3MCV_B,3MCV_C,3MCV_D,3BMO_A,3BMO_B,3BMO_C,3BMO_D	4WCD_C
1.5.1.37	Q8GME2	Streptomyces globisporus	4HX6_A,4HX6_B,4HX6_C,4HX6_D,4HX6_E,4HX6_F,4HX6_G,4HX6_H	-	4R82_A,4R82_B	-
1.5.1.38	P80644	Escherichia coli	-	4PTZ_C,4PTZ_A,4PTZ_B,4PTZ_D,6DQO_A,4PU0_C,4PU0_A,4PU0_D	-	4PTY_C,4PTY_A,4PTY_B,4PTY_D,6DQP_A,6DQP_B,6DQI_A,6DQI_B,4PU0_B
1.5.1.39	A1BCD5	Paracoccus denitrificans	-	-	-	7QW4_A,7QW4_B,7QW4_C,7QW4_D,7QW4_E,7QW4_F,7QW4_G,7QW4_H,7QW4_I,7QW4_J,7QW4_K,7QW4_L,7QW4_M,7QW4_N,7QW4_O,7QW4_P,7QW4_Q,7QW4_R,7QW4_S,7QW4_T
1.5.1.40	Q47RA9	Thermobifida fusca	-	5N2I_A,5N2I_B,5N2I_C,5N2I_D	-	-
1.5.1.5	P24186	Escherichia coli	5O2A_A,5O2A_B,5O2A_C,5O22_A,5O22_B,5O22_C,5O22_D,5O28_A,5O28_B,5O28_C,5O28_D	-	-	5O2A_D,1B0A_A
1.5.1.52	A0A0H3JT80	Staphylococcus aureus	6H3D_A,6C4T_A,6H31_A,6H31_B,6GMZ_A,6H3F_A	-	-	6GMZ_B,6C4R_A
1.5.1.6	E3NZ06	Danio rerio	4R8V_A,4TT8_A,4TTS_A	-	4QPD_A,4QPD_B	4QPC_A,4TS4_A
1.5.3.1	B9L163	Thermomicrobium roseum	-	7EXS_A	-	-
1.5.3.1	P40859	Bacillus sp. (in: Bacteria)	-	2GB0_A,2GB0_B,1L9C_A,1L9C_B,3M12_A,3M12_B,3M13_A,3M13_B,3M13_C,3M13_D,3M0O_A,3M0O_B,3QSM_A,3QSM_B,3BHF_A,3BHF_B,2A89_A,2A89_B,3BHK_A,3BHK_B	1EL8_A,1EL8_B,3QSE_A,3QSE_B,1EL9_A,1EL9_B,1EL5_A,1EL5_B,1L9E_A,1L9E_B,1ELI_A,1ELI_B,3QSS_A,3QSS_B,1EL7_A,1EL7_B,1L9D_A,1L9D_B,2GF3_A,2GF3_B	-
1.5.3.10	Q9AGP8	Arthrobacter globiformis	-	1PJ5_A	3GSI_A,1PJ7_A,1PJ6_A	-
1.5.3.13	Q8C0L6	Mus musculus	5LGB_A	5LAE_A	5MBX_A,5LFO_A	-
1.5.3.14	O64411	Zea mays	1H82_D,1H82_E,1H82_F,1B5Q_D,1B5Q_E,1B5Q_F,1H86_D,1H86_E,3L1R_C,1H84_D,1H84_E,1H84_F,3KPF_C,1H81_D,1H81_E,1H81_F,1B37_D,1B37_E,1B37_F,1H83_D,1H83_E,1H83_F,3KU9_C	3KPF_B,1H81_A,1H81_B,1H81_C,1B37_A,1B37_B,1B37_C	1H82_A,1H82_B,1H82_C,1B5Q_A,1B5Q_B,1B5Q_C,1H86_A,1H86_B,1H86_C,3L1R_A,3L1R_B,1H84_A,1H84_B,1H84_C,3KPF_A,1H83_A,1H83_B,1H83_C,3KU9_A,3KU9_B	-
1.5.3.16	Q9NWM0	Homo sapiens	7OXL_A,7OY0_A	-	-	-
1.5.3.17	P50264	Saccharomyces cerevisiae	-	3CND_A,1YY5_A,1YY5_B,4ECH_A,4ECH_B,3CNT_A	3BI4_A,3BI4_B,3CND_B,3CNS_A,3CNS_B,1XPQ_A,1XPQ_B,1XPQ_C,1XPQ_D,3CN8_B,3CN8_A,3CNP_B,3CNP_A,3BI2_A,3BI2_B,3BNM_B,3BNM_A,3BI5_A,3BI5_B,4GDP_A,4GDP_B,4GDP_C,4GDP_D,1RSG_A,1RSG_B,1Z6L_A,1Z6L_B,3BNU_B,3BNU_A,3CNT_B	-
1.5.3.25	O42629	Aspergillus fumigatus	4WCT_A,4WCT_B,4XWZ_A,4XWZ_B	-	-	-
1.5.3.25	P78573	Aspergillus fumigatus	3DJD_A,3DJD_B,3DJE_A,3DJE_B	-	-	-
1.5.3.5	A0A075BSX9	Shinella sp.	-	6CR0_A	-	-
1.5.3.5	Q93NH4	Paenarthrobacter nicotinovorans	3NN6_X	-	3NK0_X,3NK1_X,3NG7_X,3NN0_X,3NK2_X,3K7M_X,3NH3_X,3K7Q_X,3NHO_X,3NGC_X,3K7T_A,3K7T_B	-
1.5.5.2	Q72IB8	Thermus thermophilus	-	2G37_A,2G37_B,5M42_A	2EKG_A,2EKG_B	-
1.5.8.4	Q9UI17	Homo sapiens	-	5L46_A,5L46_B	-	-
1.5.98.2	Q8TXY4	Methanopyrus kandleri	-	-	-	1EZW_A
1.5.99.12	Q9T0N8	Zea mays	1W1S_B,1W1Q_B,3BW7_B,3BW7_C,3BW7_D,3DQ0_B,3DQ0_C,2QPM_B,2QPM_C,2QPM_D,3S1F_B,1W1O_B,3S1E_B,3C0P_B,3C0P_C,3C0P_D,3S1C_B,3KJM_B,3KJM_C,2QKN_B,2QKN_C,2QKN_D,1W1R_B	-	1W1S_A,1W1Q_A,3BW7_A,3S1D_A,3DQ0_A,2QPM_A,3S1F_A,1W1O_A,3S1E_A,3C0P_A,3S1C_A,3KJM_A,2QKN_A,1W1R_A	-
1.6.2.2	P00387	Homo sapiens	-	7TSW_A,7TSW_B,7TSW_C,7TSW_D,7TSW_E,7TSW_F,1UMK_A,7W3O_A,7W3O_B,7W3O_C,7W3O_D,7THG_A,7TNV_A	-	7W3O_E
1.6.2.2	P20070	Rattus norvegicus	-	1QX4_A,1QX4_B,1IB0_A,1I7P_A	-	-
1.6.2.2	P83686	Sus scrofa	-	3W2F_A,3W2E_A,3W2I_A,3W2H_A,1NDH_A,3W2G_A,5GV8_A,3W5H_A,5GV7_A	-	-
1.6.2.4	P16435	Homo sapiens	-	3QFS_A,5FA6_A,5FA6_B,3QFR_A,3QFR_B,3QE2_A,3QE2_B,3QFT_A,5EMN_A,5EMN_B,3QFC_A,3QFC_B,1B1C_A,3FJO_A	-	-
1.6.5.10	P23457	Rattus norvegicus	-	1LWI_A,1LWI_B	1AFS_A,1AFS_B	1RAL_A
1.6.5.2	A1B9E3	Paracoccus denitrificans	-	-	3U7R_A,3U7R_B	-
1.6.5.2	P0A8G6	Escherichia coli	-	2R97_A,2R97_C	3B6J_A,3B6J_B,5F12_A,5F12_B,4YQE_A,4YQE_B,3ZHO_A,3ZHO_B,3B6I_A,3B6I_B,3B6M_A,3B6M_B,2R96_A,2R96_C,3B6K_A,3B6K_B	2RG1_A,2RG1_B
1.6.5.2	P15559	Homo sapiens	-	5EAI_A,5EAI_C,5EAI_D,5EAI_F,5EAI_G,5EAI_I,5EAI_J,5EAI_L,5EAI_N,5EA2_A,5EA2_C,5EA2_E,5EA2_G,1QBG_A,1QBG_B,1QBG_C,1QBG_D,6FY4_B,6FY4_C,6FY4_D,5A4K_A,5A4K_B,8C9J_A,8C9J_B,8C9J_C,8C9J_D,1D4A_A,1D4A_B,1D4A_C,1D4A_D,2F1O_F,6LLC_C,6LLC_F,6LLC_G,6LLC_K	5FUQ_A,5FUQ_B,5EAI_B,5EAI_E,5EAI_H,5EAI_K,5EAI_M,1DXO_A,1DXO_B,1DXO_C,1DXO_D,1H66_A,1H66_B,1H66_C,1H66_D,3JSX_A,3JSX_B,3JSX_C,3JSX_D,3JSX_E,3JSX_F,3JSX_G,3JSX_H,6FY4_A,1H69_A,1H69_B,1H69_C,1H69_D,4CF6_A,4CF6_B,5A4K_C,5A4K_D,1GG5_A,1GG5_B,1GG5_C,1GG5_D,2F1O_A,2F1O_B,2F1O_C,2F1O_D,2F1O_E,2F1O_G,2F1O_H,1KBO_A,1KBO_B,1KBO_C,1KBO_D,6LLC_A,6LLC_B,6LLC_D,6LLC_E,6LLC_H,6LLC_I,6LLC_J,6LLC_L,4CET_A,1KBQ_A,1KBQ_B,1KBQ_C,1KBQ_D	-
1.6.5.2	P39315	Escherichia coli	-	2ZCV_A	-	2ZCU_A
1.7.1.3	P49050	Ogataea angusta	2BII_A,2BII_B,2BIH_A	-	-	-
1.7.1.6	P41407	Escherichia coli	1TIK_A	2Z9D_A,2Z9D_B,2D5I_A	1V4B_A,7N2X_A,2Z9B_A,2Z98_A,2Z9C_A	-
1.7.1.6	Q831B2	Enterococcus faecalis	-	-	2HPV_A,2HPV_B,2HPV_C,2HPV_D	-
1.7.1.6	Q9I5F3	Pseudomonas aeruginosa	-	3R6W_B,3KEG_B,4N9Q_B,4N65_B,3LT5_B	3R6W_A,3KEG_A,4N9Q_A,4N65_A,2V9C_A,2V9C_B,3LT5_A	-
1.7.1.7	P36959	Homo sapiens	2BWG_A,2BWG_B,2BWG_C,2BWG_D,2BLE_A	-	-	-
1.7.1.7	Q57ZS7	Trypanosoma brucei brucei	6LK4_A,6JIG_A	-	-	6JL8_A,6JL8_B
1.7.1.7	Q9P2T1	Homo sapiens	2A7R_A,2A7R_B,2A7R_C,2C6Q_G,2BZN_A,2BZN_B,2BZN_C,2BZN_D,2BZN_E,2BZN_F,2BZN_G,2BZN_H	-	2C6Q_A,2C6Q_B,2C6Q_C,2C6Q_D,2C6Q_E,2C6Q_F,2C6Q_H	2A7R_D
1.7.2.1	B2UHR8	Ralstonia pickettii	-	2YQB_A,3ZIY_A,4AX3_A,4AX3_B,4AX3_C,4AX3_D,3ZBM_A	-	-
1.7.2.1	I3IR93	Candidatus Jettenia caeni	-	-	-	5ZL1_A,5ZL1_B,5ZL1_C,5ZL1_D
1.7.2.1	P24474	Pseudomonas aeruginosa	-	1HZU_A,1N15_A,1N15_B,1N50_A,1N50_B,1BL9_A,6TSI_A,6TSI_B,1N90_A,1N90_B,5GUW_M,5GUW_N	1NNO_A,1NNO_B,6TPO_A,1BL9_B,1HZV_A,1GJQ_A,1GJQ_B,5GUW_A,5GUW_B,5GUW_C,5GUW_D,1NIR_A,1NIR_B	-
1.7.2.1	Q5L1X8	Geobacillus kaustophilus	3WIA_A,3WIA_B,3WIA_C,3WIA_D,3WIA_E,3WIA_F,3WIA_G,3WIA_H,3WIA_I,3WI9_A	-	-	-
1.7.2.1	Q5VT66	Homo sapiens	6FW2_A	-	-	-
1.7.2.2	P0ABK9	Escherichia coli	-	1GU6_A,1GU6_C,1GU6_E,1GU6_G	4WJY_A,4WJY_B,2RDZ_A,2RDZ_B,2RDZ_C,2RDZ_D,3TOR_A,3TOR_B,3TOR_C,3TOR_D,3L1T_A,3L1T_B,3L1T_C,3L1T_D,2RF7_A,2RF7_B,2RF7_C,2RF7_D	-
1.7.2.2	Q8EAC7	Shewanella oneidensis	-	6P73_A,6P73_B,3UBR_A,3UBR_B	-	-
1.7.2.2	Q8VNU2	Desulfovibrio desulfuricans	-	1OAH_A,1OAH_B	-	-
1.7.2.2	Q9S1E5	Wolinella succinogenes	-	-	3BNJ_A,3BNF_A,1FS9_A,3BNG_A,1FS7_A,1FS8_A,2E81_A,2E80_A,3BNH_A	-
1.7.2.3	O87948	Shewanella massilia	-	-	1TMO_A	-
1.7.2.4	P94127	Achromobacter cycloclastes	2IWF_A,2IWF_B,2IWK_A,2IWK_B	-	-	-
1.7.2.9	Q1PX48	Candidatus Kuenenia stuttgartiensis	4N4L_A,4RWM_A,4N4M_A,4N4K_A,4N4J_A	-	-	-
1.7.3.1	B2AM55	Podospora anserina	-	3MKH_A,3MKH_B,3MKH_C,3MKH_D	-	-
1.7.3.1	Q8X1D8	Fusarium oxysporum	-	2C12_A,2C12_E,2ZAF_A,2ZAF_B,2ZAF_C,2ZAF_D,2REH_A,2REH_B,2REH_C,2REH_D	2C12_B,2C12_C,2C12_D,2C12_F,3D9D_A,3D9D_B,3D9D_C,3D9D_D,2C0U_A,2C0U_B,2C0U_C,2C0U_D,3D9F_A,3D9F_B,3D9F_C,3D9F_D,3D9G_A,3D9G_B,3D9G_C,3D9G_D,3FCJ_A,3FCJ_B,3FCJ_C,3FCJ_D,3D9E_A,3D9E_B,3D9E_C,3D9E_D	-
1.7.3.3	D0VWQ1	Arthrobacter globiformis	2YZD_A,2YZD_B,2YZD_C,2YZD_D,2YZD_E,2YZD_F,2YZD_G,2YZD_H,6OE8_A,6OE8_B,6OE8_C,6OE8_D,2YZB_A,2YZB_B,2YZB_C,2YZB_D,2YZB_E,2YZB_F,2YZB_G,2YZB_H,2YZC_A,2YZC_B,2YZC_D,2YZC_E,2YZC_F,2YZC_G,2YZC_H,2YZE_A,2YZE_B,2YZE_C,2YZE_D,2YZE_E,2YZE_F,2YZE_G,2YZE_H	-	-	2YZC_C
1.7.3.3	Q00511	Aspergillus flavus	3PLG_A,3PKF_A,1WS3_A,1WS3_B,1WS3_C,1WS3_D,3PJK_A,1R4S_A,3PKG_A,4CW0_A,1WRR_A,3PK6_A,3BK8_A,3GKO_A,3PKK_A,3BJP_A,1XXJ_A,1XXJ_B,1XXJ_C,1XXJ_D,7P0C_A,3L8W_A,7P0G_A,2ZKA_A,4N9V_A,7Q09_A,7Q09_B,3LD4_A,6I9Z_A,6RGT_A,4CW2_A,4N3M_A,7PWN_A,7PWN_B,4D17_A,5FRC_A,2FXL_A,1XY3_A,1XY3_B,1XY3_C,1XY3_D,1XY3_E,1XY3_F,1XY3_G,1XY3_H,3PK4_A,1R51_A,3PK3_A,6I9X_A,1R56_A,1R56_B,1R56_C,1R56_D,1R56_E,1R56_F,1R56_G,1R56_H,4OP9_A,7PUF_A,7PUF_B,3PLJ_A,6IA3_A,6IA1_A,3PKH_A,4FSK_A,3LBG_A,4OP6_A,2IBA_A,2ICQ_A,3PKS_A,3PK8_A,3PLI_A,2IC0_A,4PR8_A,4D13_A,3PKT_A,3P9O_A,4PUV_A,3P9F_A,1R4U_A,4D12_A,1WS2_A,1WS2_B,1WS2_C,1WS2_D,3PLH_A,7A0L_A,3PKU_A,4CW3_A,3CKU_A,2ZKB_A,4N9S_A,1XT4_A,6RGM_A,4POE_A,2PES_A,3PLE_A,4OQC_A,7P0D_A,4N9M_A,3OBP_A,3CKS_A,6IC1_A,3PLM_A,3PK5_A,3L9G_A,4D19_A,2FUB_A,3PKL_A,3F2M_A,4CW6_A	-	-	-
1.7.3.3	Q5FZI9	Canis lupus familiaris	-	-	-	4MB8_A,4MB8_B,4MB8_C,4MB8_D
1.7.7.1	Q76KA9	Nicotiana tabacum	-	-	3B0H_A,3B0H_B	-
1.7.7.1	Q76KB0	Nicotiana tabacum	-	-	3VLY_A,3VLX_A,3B0J_A,3VKP_A,3VKS_A,3VKT_A,3VM0_A,3VLZ_A,3VM1_A,3B0M_A,3VKR_A,3B0L_A,3B0N_A,3B0G_A,3VKQ_A	-
1.8.1.12	A4HSF7	Leishmania infantum	-	2JK6_A,2JK6_B,6I7N_A,2X50_A,2X50_B,4APN_A	4ADW_A,4ADW_B,2YAU_A,2YAU_B,5EBK_A,5EBK_B,6T95_A,6ER5_A,6I7N_B,6T98_A,2W0H_A,2W0H_B,4APN_B,6T97_A	-
1.8.1.12	P39051	Trypanosoma brucei	-	2WBA_B	2WBA_A	-
1.8.1.14	O58308	Pyrococcus horikoshii	-	4FX9_A,4FX9_B,5L1N_A,5L1N_B	-	3KD9_A,3KD9_B,3KD9_C
1.8.1.14	Q2FIA5	Staphylococcus aureus	-	4EQX_A,4EQX_B,4EM3_A,4EM3_B,4EQW_A,4EQW_B,4EM4_A,4EM4_B,4EMW_A,4EMW_B,4EQR_A,4EQR_B,4EQS_A,4EQS_B	-	-
1.8.1.14	Q72HK3	Thermus thermophilus	-	6RVB_A,6RVB_B,6RVB_C,6RVB_D,6RUZ_A,6RUZ_B,6RUZ_C,6RUZ_D	6RVH_A,6RVH_B,6RVH_C,6RVH_D	-
1.8.1.4	P09622	Homo sapiens	-	1ZMD_A,1ZMD_B,1ZMD_C,1ZMD_D,1ZMD_E,1ZMD_F,1ZMD_G,1ZMD_H,6HG8_B,6I4Z_A,6I4Z_B,6I4Z_C,6I4Z_D,6I4Z_E,6I4Z_F,6I4Z_G,6I4Z_H,2F5Z_A,2F5Z_B,2F5Z_C,2F5Z_D,2F5Z_E,2F5Z_F,2F5Z_G,2F5Z_H,2F5Z_I,2F5Z_J,1ZMC_A,1ZMC_B,1ZMC_C,1ZMC_D,1ZMC_E,1ZMC_F,1ZMC_G,1ZMC_H,6I4S_A,6I4S_B,5J5Z_A,5J5Z_B,6I4U_B,6I4T_B,1ZY8_A,1ZY8_B,1ZY8_C,1ZY8_D,1ZY8_E,1ZY8_F,1ZY8_G,1ZY8_H,1ZY8_I,1ZY8_J,5NHG_B,5NHG_D,5NHG_H	7PSC_A,7PSC_B,6I4R_A,6I4R_B,6I4Q_A,6I4Q_B,6HG8_A,6I4P_A,6I4P_B,3RNM_A,3RNM_B,3RNM_C,3RNM_D,7ZYT_A,7ZYT_B,6I4U_A,6I4T_A,5NHG_A,5NHG_C,5NHG_E,5NHG_F,5NHG_G	2F5Z_K,2F5Z_L,2F5Z_M,2F5Z_N,2F5Z_O,3RNM_E,3RNM_F,1ZY8_K,1ZY8_L,1ZY8_M,1ZY8_N,1ZY8_O
1.8.1.5	Q56839	Xanthobacter autotrophicus	-	1MOK_A,1MOK_B,1MOK_C,1MOK_D	2C3D_A,2C3D_B,7MGN_A,7MGN_B,1MO9_A,1MO9_B,3Q6J_A,3Q6J_B,2C3C_A,2C3C_B,7MGO_A,7MGO_B	-
1.8.1.6	Q9BRA2	Homo sapiens	-	-	-	1WOU_A
1.8.1.7	P00390	Homo sapiens	-	1GRT_A,3DK4_A,2GRT_A,3DJG_X,3DJJ_A,1GRB_A,1GRE_A,3DK8_A,3DK9_A,3GRS_A,1GRA_A	1DNC_A,4GR1_A,2AAQ_A,1K4Q_A,4GRT_A,1GRH_A,1GSN_A,3GRT_A,1GRG_A,3SQP_A,3SQP_B,1BWC_A,5GRT_A,1XAN_A,2GH5_A,2GH5_B,1GRF_A	1ALG_A
1.8.1.7	P41921	Saccharomyces cerevisiae	-	-	2HQM_A,2HQM_B	-
1.8.1.9	A9LN30	Hordeum vulgare subsp. vulgare	-	-	2WHD_A,2WHD_B	-
1.8.1.9	O89049	Rattus norvegicus	-	3EAO_A,3EAO_B,3EAO_C,3EAO_D,3EAO_E,3EAO_F,4KPR_A,4KPR_B,1H6V_A,1H6V_B,1H6V_C,1H6V_D,1H6V_E,1H6V_F,3EAN_A,3EAN_B,3EAN_C,3EAN_D,3EAN_E,3EAN_F	4KPR_E,4KPR_F	-
1.8.1.9	P91938	Drosophila melanogaster	-	3DGH_A,3DGH_B,3DH9_A,3DH9_B,2NVK_X	-	-
1.8.1.9	Q39243	Arabidopsis thaliana	-	1VDC_A	-	-
1.8.1.9	Q9JLT4	Mus musculus	-	1ZKQ_A,1ZDL_A	3DGZ_A	-
1.8.2.1	Q9LA16	Starkeya novella	-	2BPB_A,2BPB_B,2CA4_A,2CA4_B,2C9X_A,2C9X_B,2CA3_A,2CA3_B,2BLF_A,2BLF_B	-	-
1.8.2.2	D3RVD4	Allochromatium vinosum	-	-	4WQ7_A,4WQE_A,4WQ8_A,4WQC_A,4WQD_A,4WQ9_A,4WQB_A,4V2K_A,4WQA_A	-
1.8.3.1	P07850	Gallus gallus	-	-	3HBP_A,2A9A_A,2A9A_B,2A99_A,3R19_A,3HBG_A,3HBQ_A,3R18_A,1SOX_A,1SOX_B,2A9C_A,2A9C_B,2A9D_A,2A9D_B,2A9B_A	-
1.8.3.1	P51687	Homo sapiens	-	1MJ4_A	-	-
1.8.3.2	P41480	Autographa californica nucleopolyhedrovirus	-	5XTO_A,5XTO_B,5XTO_C,5XTO_D,5XTQ_A,5XTQ_B,5XTQ_C,5XTQ_D,3QZY_B,5XTN_A,5XTN_B,5XTN_C,5XTN_D,5XTR_A,5XTR_B,5XTR_C,5XTR_D,5XTP_A,5XTP_B,5XTP_C,5XTP_D,5XKI_A,5XKI_B	3P0K_A,3QZY_A	-
1.8.3.2	Q585M6	Trypanosoma brucei	-	3QD9_A,3QD9_B,3QD9_C,3QD9_D,3QCP_A	-	-
1.8.3.7	D1ADF2	Thermomonospora curvata	6XTP_A,6XTP_C,6XTR_A,6XTR_C,6XTN_A,6XTN_C,6XTL_A,6XTL_C,6XTO_A,6XTO_C,6XTQ_A,6XTQ_C,6XTM_A,6XTM_C,6XTS_A,6XTS_C,6S07_A,6S07_C	-	-	-
1.8.3.7	Q9F3C7	Thermomonospora curvata	6MUJ_A,6MUJ_B,6MUJ_C,6MUJ_D,6MUJ_E	-	-	2Q17_A,2Q17_B,2Q17_C,2Q17_D,2Q17_E
1.8.3.7	D1A7C3	Thermomonospora curvata	5NYY_A,6S07_A,6S07_C,6XTL_A,6XTL_C,6XTM_A,6XTM_C,6XTN_A,6XTN_C,6XTO_A,6XTO_C,6XTP_A,6XTP_C,6XTQ_A,6XTQ_C,6XTR_A,6XTR_C,6XTS_A,6XTS_C	-	-	5NXL_A
1.8.4.10	Q8L5D0	Physcomitrium patens	4BWV_A,4BWV_B	-	-	-
1.8.4.11	A8MI53	Alkaliphilus oremlandii	4LWM_A,4LWL_A,4W8C_A,4W8C_B,4LWJ_A	-	-	4U66_A,4U66_B,4U66_C,4LWK_A,4LWK_B,7C13_A,7C13_B,7C13_C
1.8.4.11	O25011	Helicobacter pylori	-	-	-	-
1.8.4.11	P0A744	Escherichia coli	1FF3_A,1FF3_B,1FF3_C	-	-	6YEV_E,6YEV_F,6YEV_A,6YEV_B,6YEV_C,6YEV_D,6YEV_G,7OT4_A,7OT4_B,2GT3_A,2IEM_A
1.8.4.11	Q73PT7	Treponema denticola	5FA9_A,5FA9_B	-	-	-
1.8.4.14	P76270	Escherichia coli	-	-	-	1VHM_A,1VHM_B
1.8.4.14	Q9HJW5	Thermoplasma acidophilum	4MN7_B	-	-	4MMN_A,4MMN_B,4MMN_C,4MMN_D,4MMN_E,4MMN_F,4MMN_G,4MMN_H,4MN7_A
1.8.4.2	A8IYH1	Chlamydomonas reinhardtii	7NCW_A,7NCV_A	-	-	-
1.8.5.1	A8I0K9	Chlamydomonas reinhardtii	-	-	-	5XFT_A
1.8.5.1	Q9H4Y5	Homo sapiens	3Q18_A	3Q19_A,3Q19_B	3QAG_A	3Q18_B
1.8.5.3	Q52675	Rhodobacter capsulatus	1H5N_A,1H5N_C,1E60_A,1E60_C,1E5V_A,1E5V_C,1E18_A,1E61_A,1E61_C,1DMS_A,1DMR_A,3DMR_A,4DMR_A,2DMR_A	-	-	-
1.8.5.3	Q57366	Cereibacter sphaeroides	-	-	1EU1_A	-
1.8.5.4	B7JBP8	Acidithiobacillus ferrooxidans	-	-	3SZ0_A,3SZF_A,3SYI_A,3T0K_A,3SZC_A,3T14_A,3T2Z_A,3T2Z_B,3T2K_A,3SX6_A,3T31_A,3SZW_A,3SY4_A,3KPK_A,3T2Y_A,3SXI_A	-
1.8.5.4	Q9Y6N5	Homo sapiens	-	-	6MP5_A,6MP5_B,6MP5_C,6MP5_D,6OIB_A,6OIB_B,6OI5_A,6OI5_B,6WH6_A,6WH6_B,8DHK_A,8DHK_B,6OI6_A,6OI6_B,6OIC_A,6OIC_B,6MO6_A,6MO6_B,6MO6_C,6MO6_D	-
1.8.5.7	P42620	Escherichia coli	4G0K_A,4G0K_B,4G0L_A,4G0L_B,3R3E_A,3R3E_B	-	-	4G0I_A,4G0I_B
