EC_number	UniProt_ID	PDB_IDs	Organism_name
2.3.1.97	Q9UVX3	5T6H,4CAV,4QBJ,4CAX,4UWJ,5T5U,4UWI,5T6E,5T6C,4CAW	Aspergillus fumigatus
2.3.2.13	P21980	3S3J,3LY6,3S3S,6KZB,4PYG,6A8P,1KV3,3S3P,2Q3Z	Homo sapiens
2.3.2.13	P81453	3IU0,1IU4	Streptomyces mobaraensis
2.3.2.2	A9YTT0	4OTU,4OTT,5XLU	Bacillus licheniformis
2.3.2.2	P18956	2DG5,2E0W,2DBU,2E0X,2Z8J,2DBX,2E0Y,2Z8K,5B5T,2Z8I,2DBW	Escherichia coli
2.3.2.2	Q65KZ6	4OTU,4OTT,4Y23,5Y9B,5XLU	Bacillus licheniformis
2.3.2.23	P62837	5D1M,7AI0,5D1L,5D0K,5MNJ,7AI1,4LDT,1W4U,3ZNI,4DDI,5ZBU,6TTU,6W7Z,7R71,8GBQ,8GCB,6W9D,3JW0,6SQO,3L1Y,2ESK,4DDG,5D1K,5ULK,2CLW,4WZ3,6M2C,4V3K,4A4B,5EDV,4A4C,3TGD,5ULF,5VZW,4V3L,1UR6,3A33,3JVZ,4A49,5ULH,6HPR,6SQR,2ESP,6SQS,7BOL,2ESO,5D0M,4AUQ,2ESQ	Homo sapiens
2.3.2.23	Q712K3	6NYO	Homo sapiens
2.3.2.5	B7QK46	7D2J,7D1Y,7D1H,7D23,4MHY,4MHN,7D2D,7D1N,7D1P,7D2B,4MHP,7D21,7D2I,4MHZ	Ixodes scapularis
2.3.2.5	Q16769	2ZEN,6GBX,2ZEE,2ZEM,2AFX,3PBB,7CM0,7CP0,2AFW,6YI1,2ZEO,3SI0,7D8E,2ZEH,2ZEL,2ZEP,2AFU,2ZED,2AFM,2ZEG,2ZEF,4YU9,3PBE,2AFO,7COZ,2AFZ,2AFS,4YWY,6YJY	Homo sapiens
2.3.2.5	Q8P8M4	3MBR	Xanthomonas campestris
2.3.2.5	Q9CYK2	3SI2,3SI1	Mus musculus
2.3.2.5	Q9VRQ9	4F9U,4FWU,4F9V	Drosophila melanogaster
2.3.3.1	O75390	5UZR,5UZQ,5UZP	Homo sapiens
2.3.3.13	P9WQB3	1SR9,3HQ1,3HPX,3U6W,3HPZ,3HPS,3FIG	Mycobacterium tuberculosis
2.3.3.13	Q9JZG1	3RMJ	Neisseria meningitidis
2.3.3.14	Q9Y823	3IVS,3IVT,3MI3,3IVU	Schizosaccharomyces pombe
2.3.3.16	A4YGX6	6ABX,6ABY	Metallosphaera sedula
2.3.3.16	P0ABH7	1OWC,4G6B,1NXE,1OWB,4JAD,4JAE,1NXG,4JAF,4JAG	Escherichia coli
2.3.3.16	P20115	6K5V	Arabidopsis thaliana
2.3.3.16	P80148	1O7X	Saccharolobus solfataricus
2.3.3.5	Q50I20	6BOP,5UQU,5UQQ,5UQR,5UQO	Aspergillus fumigatus
2.3.3.5	Q56063	3O8J	Salmonella enterica subsp. enterica serovar Typhimurium
2.3.3.8	P53396	6HXM,6UUW,7RKZ,6UIA,6POE,6Z2H,3PFF,6UI9,8G1E,7RIG,8G1F,3MWD,6HXH,5TES,6HXK,8G5C,6QFB,5TDM,5TDZ,6POF,6UUZ,6UV5,8G5D,7LJ9,6O0H,6HXL,5TET,3MWE,5TE1,5TDF,7LIW,7LLA,7RMP,5TEQ,5TDE	Homo sapiens
2.3.3.9	P9WK17	6DLJ,5ECV,2GQ3,5CJN,5CC7,3SAZ,5CC3,6DKO,5CC5,6AU9,5H8U,6DNP,6C2X,5C7V,3SB0,5C9X,5T8G,5DX7,5C9U,5CAH,5DRC,5H8P,5CCZ,5E9X,6ASU,5DRI,5H8M,6AXB,6BU1,6APZ,6C7B,3S9I,5C9W,6BA7,5CJM,5CBI,5CEW,5CBJ,3SAD,5CAK,5C9R,6AS6,6C6O,3S9Z,6DL9,5CBB,6C8P,5CC6	Mycobacterium tuberculosis
2.4.1.1	Q8KQ56	2C4M	Corynebacterium callunae
2.4.1.10	B2IF78	6M0D,6M0E	Beijerinckia indica subsp. indica
2.4.1.10	B2VCC3	6FRW,7OSO,6RV5	Erwinia tasmaniensis
2.4.1.10	G7LSK3	7EHS,7FDZ,7EHT,7EHR	Brenneria sp. EniD312
2.4.1.10	P05655	3BYJ,3BYK,3BYN,6PWQ,3BYL,1OYG,1PT2,6VHQ,2VDT	Bacillus subtilis
2.4.1.10	Q43998	1W18	Gluconacetobacter diazotrophicus
2.4.1.102	Q09324	2GAM,3OTK,2GAK	Mus musculus
2.4.1.11	A8V967	6GNG	Cyanophora paradoxa
2.4.1.115	P51094	2C1Z,2C1X,2C9Z	Vitis vinifera
2.4.1.129	P02919	6YN0,3FWL,7LQ6,3VMA,5HLD,5HLB,6FZK,6G5R,5HLA,5FGZ,5HL9	Escherichia coli
2.4.1.13	Q820M5	4RBN	Nitrosomonas europaea
2.4.1.13	P49040	3S28,3S27,3S29	Arabidopsis thaliana
2.4.1.133	Q9UBV7	4IRP,4IRQ	Homo sapiens
2.4.1.135	Q9P2W7	1V82,1V83,1V84	Homo sapiens
2.4.1.143	Q10469	5VCR,5VCM,5VCS	Homo sapiens
2.4.1.152	O30511	5ZOI,2NZX,2NZW,2NZY	Helicobacter pylori
2.4.1.17	O75795	7YAN	Homo sapiens
2.4.1.17	P16662	2O6L	Homo sapiens
2.4.1.17	P36537	7YF5	Homo sapiens
2.4.1.17	P54855	6IPB,7CJX	Homo sapiens
2.4.1.175	Q8L0V4	2Z87,2Z86	Escherichia coli
2.4.1.20	Q7WTR6	3RSY,3S4D,3RRS,3S4C,3S4A,3S4B	Cellulomonas uda
2.4.1.207	Q8GZD5	1UN1,1UMZ	Populus tremula x Populus tremuloides
2.4.1.21	Q9M5A3	4HLN	Hordeum vulgare
2.4.1.211	E8MF13	2ZUS,3WFZ,2ZUW,2ZUU,2ZUT,2ZUV	Bifidobacterium longum
2.4.1.217	B7SY86	3F1Y,3KIA,3O3P	Rubrobacter xylanophilus
2.4.1.221	Q9H488	5UX6,5UXH	Homo sapiens
2.4.1.221	Q9Y2G5	4AP5,4AP6	Homo sapiens
2.4.1.222	O09008	2J0B,2J0A	Mus musculus
2.4.1.227	P17443	1F0K,1NLM	Escherichia coli
2.4.1.245	O58762	2XA2,2X6R,2XA9,2X6Q,2XA1,2XMP	Pyrococcus horikoshii
2.4.1.25	O32462	1K1Y,1K1W,1K1X	Thermococcus litoralis
2.4.1.25	Q2VJA0	2X1I	Thermus brockianus
2.4.1.25	Q8NNA7	5B68,5JJH	Corynebacterium glutamicum
2.4.1.25	Q9LV91	5CQ1,5CSU,5CSY,5CPT,5CPQ,5CPS	Arabidopsis thaliana
2.4.1.255	A0A0H2URG7	4PQG	Streptococcus pneumoniae TIGR4
2.4.1.255	O15294	4N3C,5BNW,4GZ3,4GZ5,6EOU,3PE4,6MA3,6IBO,4GYY,4AY5,6E37,5VIF,4CDR,4N39,4GZ6,4AY6,4XIF,3TAX,6MA4,6MA2,4GYW,6Q4M,5NPS,6MA5,7YEH,5C1D,5VIE,4N3A,6MA1,7NTF,5HGV,4XI9,6TKA,1W3B,4N3B,5LVV,5LWV,5NPR,7YEA,3PE3	Homo sapiens
2.4.1.255	Q7KJA9	5A01	Drosophila melanogaster
2.4.1.264	Q8GCH2	3CUY,3CV3,2HY7,2Q6V	Xanthomonas campestris
2.4.1.266	P9WMW9	4Y7F,5JQQ,5JUC,3E26,4DDZ,4Y6U,4Y9X,3E25,4DE7,4Y6N,5JT0,4DEC,5JQX,4Y7G	Mycobacterium tuberculosis
2.4.1.269	Q9RFR0	2Y4J,2BO8,2BO6,2BO7,2BO4	Rhodothermus marinus
2.4.1.280	Q76IQ9	1V7W,1V7V,1V7X	Vibrio proteolyticus
2.4.1.281	E6UBR9	5AYD,5AYE	Ruminococcus albus
2.4.1.281	E6UIS7	5AYC,5AY9	Ruminococcus albus
2.4.1.281	Q5LH68	3WAT,3WAU,4KMI,3WAS	Bacteroides fragilis
2.4.1.288	O53585	4FIX,4FIY	Mycobacterium tuberculosis
2.4.1.31	D7UT17	6GGY,6GH2,6GH3	Paenibacillus sp.
2.4.1.310	P96559	1IIR	Amycolatopsis orientalis
2.4.1.311	P96558	3H4T,3H4I,1PN3,1PNV	Amycolatopsis orientalis
2.4.1.312	Q8NAT1	6XFI	Homo sapiens
2.4.1.312	Q8WZA1	5GGL,5GGP,5GGO,5GGF,5GGK,5GGG,5XFC,5GGJ,5GGI,5GGN	Homo sapiens
2.4.1.320	Q8A8X4	3EHN,3EHM	Bacteroides thetaiotaomicron
2.4.1.321	Q21MB1	4ZLG,4ZLI,4ZLF,4ZLE	Saccharophagus degradans
2.4.1.322	Q9AFC7	1RRV	Amycolatopsis orientalis
2.4.1.329	A0A6C7EEG6	6S9U	Ilumatobacter coccineus
2.4.1.329	D9TT09	6S9V	Thermoanaerobacterium thermosaccharolyticum
2.4.1.332	D6XZ22	4KTR,4KTP	Salisediminibacterium selenitireducens
2.4.1.333	A9KJS6	5H40,5H41,5H3Z,5H42	Lachnoclostridium phytofermentans
2.4.1.337	Q93P60	1Z2T	Acholeplasma laidlawii
2.4.1.339	Q92DF6	5B0S,5B0Q,5B0P,5B0R	Listeria innocua
2.4.1.350	K7NBW3	6L8W,6L90,6L8Z,6L8X	Siraitia grosvenorii
2.4.1.355	A0A0H3JPC6	5TZK,5U02,5TZI,5TZ8,5TZE,5TZJ	Staphylococcus aureus
2.4.1.359	E4PMA5	7XDR,7XDQ	Marinobacter adhaerens
2.4.1.36	F2RH01	5LQD	Streptomyces venezuelae
2.4.1.37	P16422	6I07,4MZV	Homo sapiens
2.4.1.37	P16442	1WT2,1R81,5C48,6BJI,5C3A,5C47,5TJO,1ZHJ,4FRM,1XZ6,3I0C,5CMJ,1WT0,5C49,3I0I,5C4F,1ZJ1,4FRD,2RJ0,2RJ8,6GWZ,1ZI4,5C1G,3SXB,1R7U,2O1H,3V0Q,2PGV,2A8W,3I0L,3IOJ,6BJJ,1LZ0,3SXD,5C4C,3IOI,5M7A,4FRE,1R80,1R7V,2RJ5,4C2S,4FQW,3SX8,1LZJ,2PGY,1R82,3I0J,3SX3,1ZJO,5CMI,3V0M,2RIX,2I7B,5C1H,3ZGG,5C38,1R7X,2RIY,4FRQ,6BJM,1R7T,4FRB,2RJ4,4FRL,2O1G,5M7B,1LZI,2A8U,1ZJ3,2RJ9,3SX7,1WT3,3I0E,3V0O,2O1F,6GX1,1ZJ2,4KXO,5C3B,4FRA,3ZGF,5BXC,3I0G,3V0P,5CQN,5M7D,3I0D,5C1L,5C36,5TJL,5M7C,2RJ6,3V0N,3I0K,5CMF,4KC1,2RJ7,1ZJ0,3V0L,4KC4,5CMH,3I0H,4FRH,5C4D,5CQM,2RIT,5TJN,4Y63,4FRO,5C4E,5TJK,6BJL,3SXG,4GBP,2RIZ,6BJK,5M79,1WSZ,3I0F,6GX0,5C8R,2RJ1,3SXC,1LZ7,1ZI5,1ZI1,5CQP,1R7Y,3IOH,5C4B,4Y62,3SX5,3SXA,5C3D,5CMG,3U0Y,1ZJP,6GX2,1ZIZ,3SXE,4KC2,4Y64,5CQO,5CQL,6GWY,4FRP,1WT1,1ZI3,2Y7A,3U0X	Homo sapiens
2.4.1.38	P15291	4EEO,2AES,3EE5,2FYB,2AH9,2AE7,4EEM,4L41,2AEC,4EE5,4EE4,6FWU,4EE3,4EEA,6FWT,4EEG,2FY7,2FYA,2AGD	Homo sapiens
2.4.1.384	O34539	7BOV,6KQX,6KQW	Bacillus subtilis
2.4.1.4	Q1J0W0	3UCQ,3UER	Deinococcus geothermalis
2.4.1.4	Q9ZEU2	1G5A,5N6V,1MVY,3UEQ,1JG9,5N7J,1MW0,1MW1,1ZS2,4FLO,1JGI,4FLQ,1MW2,4FLR,4FLS,1MW3,1S46	Neisseria polysaccharea
2.4.1.41	Q10471	2FFU,4D0Z,5AJP,5NDF,6E7I,5AJO,4D11,4D0T,6EGS,5AJN,5FV9,6NQT,2FFV	Homo sapiens
2.4.1.41	Q8N4A0	6H0B,5NQA	Homo sapiens
2.4.1.49	Q93HT8	5NZ7,5NZ8	Acetivibrio thermocellus
2.4.1.68	Q9BYC5	6VLD,2DE0,6X5S,6VLE,6X5T,6X5U,6X5R,6X5H	Homo sapiens
2.4.1.68	Q9WTS2	6VLG,6VLF	Mus musculus
2.4.1.85	Q9SBL1	7ZF0,7ZER	Sorghum bicolor
2.4.1.87	P14769	1VZU,5NRB,1G8O,2JCO,1GX4,2JCK,1O7O,1GWW,2VS3,2VS4,1GX0,5NR9,1K4V,1VZX,2VS5,2VXM,2JCJ,2WGZ,5NRD,1O7Q,5NRE,2JCL,1G93,2VXL,1GWV,1VZT,2VFZ,1FG5	Bos taurus
2.4.1.90	P08037	1NWG,1NMM,1O0R,1NHE,1TW1,1OQM,1TW5,1YRO,1NF5,1PZY,2FYD,4KRV,1TVY,1PZT,1NKH,2FYC,1FR8,1NQI,1FGX,1O23	Bos taurus
2.4.2.1	A4Q998	2P4S	Anopheles gambiae
2.4.2.1	P00491	1V3Q,2A0W,1PF7,1ULA,7ZSP,3K8O,1RR6,7ZSM,3K8Q,3BGS,3GB9,2OC9,4ECE,1V45,2Q7O,7ZSL,2A0X,4EAR,1YRY,3GGS,1RCT,3PHB,1RT9,1V2H,4GKA,1V41,3D1V,3INY,2OC4,5UGF,2A0Y,1RSZ,7ZSO,1PWY,2ON6,7ZSN,1M73,1ULB,4EB8,5ETJ,1RFG	Homo sapiens
2.4.2.1	P0ABP8	3OOE,1K9S,5I3C,4TS9,4TTA,4TS3,3UT6,1OV6,1OVG,1OU4,4TTI,6XZ2,1ECP,3ONV,1OTX,1OUM,5IU6,1A69,3OPV,1OTY,3OOH,4TTJ	Escherichia coli
2.4.2.1	P45563	1YR3,1YQU,1YQQ	Escherichia coli
2.4.2.1	P55859	1A9O,1A9R,1LV8,1PBN,3PNP,1LVU,1A9S,2AI2,2AI1,2AI3,1V48,1B8O,1A9P,1A9T,2QPL,1A9Q,1FXU,3FUC,4PNP,1B8N,1VFN	Bos taurus
2.4.2.1	P56463	7OP9,7OOY,5MX8,6F5A,6F4W,6F5I,5LU0,7OOZ,6F52,5MX6,7OPA,6G7X,6F4X	Helicobacter pylori
2.4.2.1	P81989	1C3X,1QE5	Cellulomonas sp.
2.4.2.1	Q2HXR2	3MB8	Toxoplasma gondii
2.4.2.1	Q6CSZ6	5IFK	Kluyveromyces lactis
2.4.2.1	Q8I3X4	3FOW,2BSX,3PHC,3ENZ,1SQ6,1NW4,6AQS,6AQU,1Q1G	Plasmodium falciparum
2.4.2.1	Q8T9Z7	5ZNI,5ZNC	Plasmodium falciparum
2.4.2.10	P13298	2PRZ,4WN3,2PRY,4WML,2PS1	Saccharomyces cerevisiae
2.4.2.10	P9WHK9	5HKF,5HKI,5HKL	Mycobacterium tuberculosis
2.4.2.10	Q8N0R1	4FYM	Plasmodium falciparum
2.4.2.10	Q8T6J6	3VI2,2ZA2,2ZA1,6DSQ,6DSR,6DSS,2ZA3,2ZCG	Vigna mungo
2.4.2.12	P43490	4O1C,5UPE,8DSD,4O10,5NSD,4M6P,4N9B,4LWW,4O13,6PEB,5U2M,5WI1,5LX3,8DTJ,4O1D,6TA2,5LX5,4N9C,7ENQ,4LTS,4O18,6ATB,2E5C,4LVA,4N9D,4KFO,7PPH,3DGR,4M6Q,4O1B,4JNM,4LVG,4LVD,5WI0,7PPI,4L4M,6AZJ,8DSH,3DKL,4L4L,4JR5,3DHD,4LV9,7PPE,4O1A,7PPF,4N9E,4O16,2GVJ,4LVB,4WQ6,2GVG,3DKJ,5U2N,6TA0,4O12,4O0Z,2E5D,8DSC,6E68,4O17,4O28,5KIT,4KFP,4LVF,4KFN,7PPG,3DHF,4O19,4O15,8DSI,6B75,5UPF,2E5B,6B76,4O14,6TAC,8DSE	Homo sapiens
2.4.2.12	Q99KQ4	2GVL,2H3B,7Q8T,2H3D	Mus musculus
2.4.2.14	Q9STG9	6LBP	Arabidopsis thaliana
2.4.2.17	G7JFL4	6CZM,6CZL	Medicago truncatula
2.4.2.17	Q4FQF7	6FU7,6FCT,6FTT,7Z8U,5M8H,6FCW,6FU2,6FUA,7Z6R,6R02,6FCY,6FCA,6FD9,6FCC	Psychrobacter arcticus
2.4.2.17	Q5HSJ4	5UB9,4YB5,5UBI,4YB6,4YB7,5UBG,5UBH	Campylobacter jejuni
2.4.2.18	P50384	1GXB,3GBR,1ZXY,1O17,2GVQ,1ZYK	Saccharolobus solfataricus
2.4.2.18	Q9YGB4	5NOE,5NOF	Thermococcus kodakarensis
2.4.2.19	P9WJJ7	1QPO,1QPN,1QPQ,1QPR	Mycobacterium tuberculosis
2.4.2.19	Q15274	4KWV,5AYZ,4KWW,5AYX,2JBM,5AYY	Homo sapiens
2.4.2.2	Q5XA29	3QPB	Streptococcus pyogenes
2.4.2.21	Q05603	1L5K,1L5M,1L4E,4KQG,1L5O,1L4B,1L5N,1JHQ,4KQH,1L5F,1JHM,1L4F,1JHO,1D0S,1JHV,1L4M,1L4G,1JHX,1D0V,4KQK,1JHR,1JHU,1L5L,1L4H,4KQF,4KQI,4KQJ,1JHY,1L4L,1JHA,1JHP,1L4K,1JH8,1L4N	Salmonella enterica
2.4.2.22	P0A9M5	1A95,4JIT,1A97,4JLS,1NUL,1A98,1A96	Escherichia coli
2.4.2.22	P42085	1Y0B,6W1I,2FXV	Bacillus subtilis
2.4.2.26	Q86Y38	6EJC,6EJD,6EJ9,6EJ7,6EJ8,6EJB,6EJA,6FOA,6EJE	Homo sapiens
2.4.2.28	I0B503	5F7J,5F73,4L5C,5F7Z,4L5Y,5F78,5F77,5F76,5F7O,4L5A,5FAK,5F7X,4L6I	Schistosoma mansoni
2.4.2.28	P50389	1JDV,1JPV,1JE1,1JDU,1JP7,1JDT,1JE0,1JDS,1JDZ	Saccharolobus solfataricus
2.4.2.28	Q13126	3OZD,5TC8,5TC6,6DZ0,6DZ2,1CG6,1SD1,6DYZ,5TC7,1SD2,3LN5,1K27,5EUB,5TC5,6DZ3,3OZC,1CB0,3OZE	Homo sapiens
2.4.2.28	Q7XA67	3BSF	Arabidopsis thaliana
2.4.2.28	Q8YBL1	4PR3	Brucella melitensis
2.4.2.28	Q9T0I8	2QTT,2QTG,3LGS,2QSU,2H8G	Arabidopsis thaliana
2.4.2.29	P28720	6YRY,4LBU,5LPP,1WKF,6YGX,6YGS,4FR6,1Q65,7A9E,4GH1,4Q8U,4GKT,4Q8T,6FMN,4E2V,5JT7,2Z1V,5LPS,3UVI,5I03,6YIQ,6YGV,4LEQ,5LPO,6YGY,4IPP,4H6E,5N6F,7A3V,4Q4R,5JT6,2NQZ,6YGW,1Q2R,3HFY,2BBF,1Y5X,1R5Y,4GHR,1P0D,3BLL,3UNT,5J9M,2POT,3EOS,2OKO,6YGP,6H7C,6YHD,6YFW,5JT5,2Z1W,4HQV,5V3C,6FPU,7APM,3S1G,4Q4O,3GC5,5UTJ,1Q63,4PUK,4DXX,6YGL,4FR1,1OZM,1S38,4FSA,3GC4,4L56,5LPQ,4GIY,4DY1,2PWU,1F3E,5EGR,2QII,1Q2S,5I02,5SW3,4HVX,6YH2,6YYZ,1WKE,4KWO,4Q8N,4Q4P,3BLD,4Q4Q,4Q8W,4Q8M,3BL3,4GI4,3EOU,4Q8Q,5I06,1Q4W,6RKQ,1P0E,7A4K,1PUD,5J9N,4GG9,3RR4,6YH3,6RKT,7ADN,1K4G,1ENU,3TLL,4GH3,1S39,4PUM,4HSH,6YHE,1WKD,2Z7K,5I00,6YGZ,4PUL,3GE7,4FPS,6YGK,6YGO,4Q4M,5JGO,7APL,5JSV,7A4X,5I09,5LPT,6YGM,5UTI,7A0B,1P0B,5JSW,7A3X,2PWV,1N2V,2NSO,1Y5W,6Z0D,1EFZ,3BLO,4Q8P,6YH1,5JXQ,4GD0,4PUN,2QZR,1PXG,3C2Y,5J9O,6YGR,5I07,1Q66,5JGM,4PUJ,4Q8O,1OZQ,4GCX,6FSO,4HTB,4Q4S,6YFX,1Y5V,4JBR,4H7Z,1K4H,4Q8V,7A6D,3SM0,2Z1X	Zymomonas mobilis
2.4.2.3	A0A410UCT3	6K5G,6K8P,6K5K,6K5H	Phytophthora capsici
2.4.2.3	G4VGH9	5CYG,5CYF	Schistosoma mansoni
2.4.2.3	O95045	3P0E,2XRF,3P0F	Homo sapiens
2.4.2.3	Q16831	3EUF,3EUE,3NBQ	Homo sapiens
2.4.2.30	C9Z6T8	6VPA,5DAZ,5TLB,6VVF,6VUV,5EWY,6APY,6VV4,5EWK,5UVQ	Streptomyces scabiei
2.4.2.30	Q49TP5	3NTS,4FML	Aeromonas hydrophila
2.4.2.30	W2E3J5	5DZQ,4TR5	Paenibacillus larvae subsp. larvae
2.4.2.31	Q8N5Y8	4F0D,6HXR,6W65,6HXS	Homo sapiens
2.4.2.4	P07650	4EAF,4LHM,1AZY,1OTP,1TPT,4EAD,2TPT	Escherichia coli
2.4.2.4	P19971	1UOU,2J0F,2WK5,2WK6	Homo sapiens
2.4.2.44	Q9HZK1	3OZB	Pseudomonas aeruginosa
2.4.2.57	Q5JCX3	4GA4,4GA6,4GA5	Thermococcus kodakarensis
2.4.2.6	Q57VC7	2F64,2F67,2F62,2A0K,2F2T	Trypanosoma brucei brucei
2.4.2.6	Q9R5V5	1F8X,1F8Y,4HX9	Lactobacillus leichmannii
2.4.2.64	Q9BXR0	7NQ4,6H45,6H42	Homo sapiens
2.4.2.7	Q967M2	1L1Q,1L1R	Giardia intestinalis
2.4.2.7	Q97W95	4TS7,4TRC,4TRB,4TS5	Escherichia coli
2.4.2.8	P00492	5W8V,1BZY,4KN6,2VFA,4RAN,4RAB,4RAC,3GGJ,3GEP,4RAO,4RAD,5HIA,1HMP,4IJQ,4RAQ,6BNJ,3GGC,1Z7G,1D6N,5BRN,7SAN,5BSK	Homo sapiens
2.4.2.8	P09383	5IPF	Schistosoma mansoni
2.4.2.8	P0A9M2	5KNR,1GRV,8CAG,5KNV,1G9T,5KNU,5KNX,1G9S,5KNT,5KNS	Escherichia coli
2.4.2.8	P20035	3OZG,3OZF,7TUX,1CJB,2VFA	Plasmodium falciparum
2.4.2.8	P9WHQ9	4RHX,5KNY,4RHY,4RHT,5KNQ,4RHU,5KNP	Mycobacterium tuberculosis
2.4.2.8	Q07010	6MXG,6APT,5JSQ,5JV5,5K51,7SB7,6APS,5KAM,5KAP,6APU,6APV	Trypanosoma brucei brucei
2.4.2.8	Q5SLS3	3ACC,3ACB,3ACD	Thermus thermophilus
2.4.2.8	Q5ZVC1	5ESW	Legionella pneumophila
2.4.2.8	Q8R7L0	1R3U,2GEB,1YFZ	Caldanaerobacter subterraneus subsp. tengcongensis
2.4.2.8	Q9NJI5	1PZM	Leishmania tarentolae
2.4.2.9	P70881	1I5E	[Bacillus] caldolyticus
2.4.2.9	Q26998	1UPU,1UPF,1JLR,1BD3,1BD4,1JLS	Toxoplasma gondii
2.4.3.1	A8QYL1	2Z4T	Photobacterium sp.
2.4.3.1	O66375	4R83,4R84,4R9V	Photobacterium damselae
2.4.3.1	P13721	4MPS	Rattus norvegicus
2.4.3.1	P15907	6QVS,6QVT,4JS2,4JS1	Homo sapiens
2.4.3.4	Q02745	2WNF,2WML,2WNB	Sus scrofa
2.4.3.6	A5LHX0	2ZWI	Photobacterium phosphoreum
2.4.3.6	Q15KI8	2IHJ,2IIB,3S44,2EX0,2EX1,2II6,2IHK,2C84,2ILV,2IHZ,2IIQ,2C83,2IY7	Pasteurella multocida
2.4.99.20	P28907	3RAJ,2I65,2O3U,3ROM,4OGW,5F1K,2PGL,7DUO,8BYU,2O3S,3DZF,2PGJ,2HCT,4F45,5F1O,3ROP,3U4H,2O3R,8IL3,7VKE,2EF1,3DZH,3DZK,4TMF,6VUA,3DZJ,3DZG,3U4I,4CMH,2O3Q,8D0M,7DHA,4XJS,3ROK,4XJT,4F46,2I67,3I9N,3I9M,3OFS,6EDR,1ZVM,2O3T,3F6Y,2I66,3DZI,3ROQ,5F21,1YH3	Homo sapiens
2.4.99.23	P24173	2H1H	Escherichia coli
2.5.1.104	Q5SK28	3ANX,1UIR	Thermus thermophilus
2.5.1.104	Q8U4G1	1MJF	Pyrococcus furiosus
2.5.1.106	Q4WAW7	3O2K,3O24	Aspergillus fumigatus
2.5.1.109	E0Y3X1	6VYA,6VY9	Aspergillus sp.
2.5.1.111	Q8GHB2	2XLQ,2XLY,2XM7,2XM5	Streptomyces roseochromogenus subsp. oscitans
2.5.1.112	Q5GHF7	3A8T	Humulus lupulus
2.5.1.135	Q15JG1	4F9F,4F96,4F97,3VDM,3VDN	Streptomyces hygroscopicus subsp. limoneus
2.5.1.136	A0A1B0UHJ4	5KCY,5KD0,5KDA,5KCL,5KCQ,5KD6,5KCG	Aspergillus terreus
2.5.1.140	A6QDA0	5D86,5D85,5D87,5D84	Staphylococcus aureus
2.5.1.143	F9UST0	7MJ1,7MJ0,7MJ2	Lactiplantibacillus plantarum
2.5.1.144	P29848	2JC3	Salmonella enterica subsp. enterica serovar Typhimurium
2.5.1.15	P0AC13	1AJ0,5U13,5V7A,5U12,5U0Y,5U14,5U0Z,5U10,1AJ2,5U0V,5U0W,5U11,7TQ1,1AJZ,5V79	Escherichia coli MC4100
2.5.1.15	P53848	2BMB	Saccharomyces cerevisiae
2.5.1.15	P9WND1	1EYE	Mycobacterium tuberculosis
2.5.1.15	Q25704	6JWQ,6JWU,6JWT,6JWV,6JWW,6JWX,6KCK,6KCL,6KCM,6JWY,6JWZ,6JWR,6JWS	Plasmodium falciparum
2.5.1.15	Q81VW8	4DAF,4NIL,4NHV,3H24,3H2N,3H2F,3TYD,1TWZ,1TX2,1TWS,3H2O,3TYC,4DAI,3TYE,4NL1,1TWW,3H2C,4D9P,3H21,3H23,3H2M,3H2A,4DB7,3H26,4D8A,3H2E,4NIR,1TX0,3TYB,4D8Z,3H22,3TYA	Bacillus anthracis
2.5.1.152	A0A0H3JXA8	7C9M,7C9K,7C7M	Staphylococcus aureus
2.5.1.16	P09158	3O4F	Escherichia coli
2.5.1.16	P19623	2O05,2O06,2O07,2O0L,3RW9	Homo sapiens
2.5.1.16	Q31QK9	6QMM	Synechococcus elongatus
2.5.1.16	Q9WZC2	1JQ3,1INL	Thermotoga maritima
2.5.1.17	P31570	1G5R,1G5T,4HUT,1G64	Salmonella enterica
2.5.1.17	Q96EY8	7RUT,7RUU,7RUV,6D5K,2IDX,6D5X	Homo sapiens
2.5.1.17	Q9HIA7	1NOG,8DMH,8DMI	Thermoplasma acidophilum
2.5.1.18	A0A4Y5R032	7DW4,7DW2,7DW3,7DW1	Salix babylonica
2.5.1.18	A0A4Y5R087	7DWF,7DWD,7DWE,7DWG	Salix babylonica
2.5.1.18	A8R5V3	3WD6	Bombyx mori
2.5.1.18	I6ZUH3	4G19,4F03	Phanerodontia chrysosporium
2.5.1.18	M2QJS8	6J3G,6J3H	Gelatoporia subvermispora
2.5.1.18	O49235	2VO4,4TOP	Glycine max
2.5.1.18	P09211	3IE3,4GSS,3DGQ,5DDL,8GSS,5J41,1GSS,3KMO,6LLX,5DAL,2GSS,5DJM,3KMN,17GS,5DJL,5GSS,14GS,1MD3,2PGT,6GSS,3CSH,5X79,13GS,16GS,1ZGN,3GUS,4PGT,1LBK,22GS,1EOG,3CSJ,9GSS,1AQX,19GS,1AQV,2A2S,5JCW,6AP9,1PGT,11GS,3CSI,20GS,3GSS,3DD3,1AQW,12GS,1MD4,1KBN,3KM6,5L6X,1PX6,10GS,5DCG,18GS,3HKR,3N9J,5DAK,1EOH,1PX7,2A2R,3HJO,3PGT,6Y1E,7BIA,7GSS,3HJM,2J9H	Homo sapiens
