EC_number,Organism_name,Protein_file,Mol_file,pH,Temperature,Km_value_with_ref,Value_to_be_retained_for_model,pH,Temperature,Error,Comments
1.5.3.1,Thermomicrobium roseum,7EXS.pdb,mol_1430.sdf,-----,37°C,"[(19.7, '72'), (47.2, '72'), (19.7, '72'), (61.2, '73'), (19.7, '72'), (85.9, '72'), (19.7, '72'), (153.6, '72'), (19.7, '72'), (81.9, '72'), (19.7, '72'), (137.2, '72'), (19.7, '72'), (112.5, '72'), (19.7, '72'), (183.1, '72'), (19.7, '72'), (134.7, '72'), (47.2, '72'), (19.7, '72'), (47.2, '72'), (61.2, '73'), (47.2, '72'), (85.9, '72'), (47.2, '72'), (153.6, '72'), (47.2, '72'), (81.9, '72'), (47.2, '72'), (137.2, '72'), (47.2, '72'), (112.5, '72'), (47.2, '72'), (183.1, '72'), (47.2, '72'), (134.7, '72'), (61.2, '73'), (19.7, '72'), (61.2, '73'), (47.2, '72'), (61.2, '73'), (85.9, '72'), (61.2, '73'), (153.6, '72'), (61.2, '73'), (81.9, '72'), (61.2, '73'), (137.2, '72'), (61.2, '73'), (112.5, '72'), (61.2, '73'), (183.1, '72'), (61.2, '73'), (134.7, '72'), (85.9, '72'), (19.7, '72'), (85.9, '72'), (47.2, '72'), (85.9, '72'), (61.2, '73'), (85.9, '72'), (153.6, '72'), (85.9, '72'), (81.9, '72'), (85.9, '72'), (137.2, '72'), (85.9, '72'), (112.5, '72'), (85.9, '72'), (183.1, '72'), (85.9, '72'), (134.7, '72'), (153.6, '72'), (19.7, '72'), (153.6, '72'), (47.2, '72'), (153.6, '72'), (61.2, '73'), (153.6, '72'), (85.9, '72'), (153.6, '72'), (81.9, '72'), (153.6, '72'), (137.2, '72'), (153.6, '72'), (112.5, '72'), (153.6, '72'), (183.1, '72'), (153.6, '72'), (134.7, '72'), (81.9, '72'), (19.7, '72'), (81.9, '72'), (47.2, '72'), (81.9, '72'), (61.2, '73'), (81.9, '72'), (85.9, '72'), (81.9, '72'), (153.6, '72'), (81.9, '72'), (137.2, '72'), (81.9, '72'), (112.5, '72'), (81.9, '72'), (183.1, '72'), (81.9, '72'), (134.7, '72'), (137.2, '72'), (19.7, '72'), (137.2, '72'), (47.2, '72'), (137.2, '72'), (61.2, '73'), (137.2, '72'), (85.9, '72'), (137.2, '72'), (153.6, '72'), (137.2, '72'), (81.9, '72'), (137.2, '72'), (112.5, '72'), (137.2, '72'), (183.1, '72'), (137.2, '72'), (134.7, '72'), (112.5, '72'), (19.7, '72'), (112.5, '72'), (47.2, '72'), (112.5, '72'), (61.2, '73'), (112.5, '72'), (85.9, '72'), (112.5, '72'), (153.6, '72'), (112.5, '72'), (81.9, '72'), (112.5, '72'), (137.2, '72'), (112.5, '72'), (183.1, '72'), (112.5, '72'), (134.7, '72'), (183.1, '72'), (19.7, '72'), (183.1, '72'), (47.2, '72'), (183.1, '72'), (61.2, '73'), (183.1, '72'), (85.9, '72'), (183.1, '72'), (153.6, '72'), (183.1, '72'), (81.9, '72'), (183.1, '72'), (137.2, '72'), (183.1, '72'), (112.5, '72'), (183.1, '72'), (134.7, '72'), (134.7, '72'), (19.7, '72'), (134.7, '72'), (47.2, '72'), (134.7, '72'), (61.2, '73'), (134.7, '72'), (85.9, '72'), (134.7, '72'), (153.6, '72'), (134.7, '72'), (81.9, '72'), (134.7, '72'), (137.2, '72'), (134.7, '72'), (112.5, '72'), (134.7, '72'), (183.1, '72')]","[(61.2, '73'), (137.2, '72')]",-----,37°C,-----,Only values containing FAD as cofactor considered
1.5.3.1,Bacillus sp. (in: Bacteria),2GF3.pdb,mol_1430.sdf,8,25°C,"[(0.29, '46'), (7.6, '46'), (7.6, '46'), (0.29, '46')]","(7.6, '46')",8,25°C,-----,Wrong data curation in BRENDA
1.5.3.17,Saccharomyces cerevisiae,1RSG.pdb,mol_505.sdf,9,25°C,"[(0.091, '13'), (0.0436, '13'), (0.0436, '13'), (0.091, '13')]",-----,9,25°C,Effect of cosubstrates,-----
1.5.5.2,Thermus thermophilus,2EKG.pdb,mol_864.sdf,7.4,25°C,"[(36.6, '29'), (50.1, '29'), (36.6, '29'), (76.6, '29'), (36.6, '29'), (76.6, '29'), (36.6, '29'), (76.6, '29'), (50.1, '29'), (36.6, '29'), (50.1, '29'), (76.6, '29'), (50.1, '29'), (76.6, '29'), (50.1, '29'), (76.6, '29'), (76.6, '29'), (36.6, '29'), (76.6, '29'), (50.1, '29'), (76.6, '29'), (36.6, '29'), (76.6, '29'), (50.1, '29'), (76.6, '29'), (36.6, '29'), (76.6, '29'), (50.1, '29')]","(76.6, '29')",7.4,25°C,-----,Value of holo enzyme considered instead of apo enzymes
1.5.99.12,Zea mays,1W1O.pdb,mol_1566.sdf,7,-----,"[(0.0015, '17'), (0.054, '17'), (0.054, '17'), (0.0015, '17')]",-----,7,-----,Substrate not found in reference article,-----
1.6.2.4,Rattus norvegicus,4YAL.pdb,mol_93.sdf,-----,-----,"[(0.003, '149'), (0.0062, '149'), (0.003, '149'), (0.0027, '149'), (0.003, '149'), (1e-06, '75'), (0.003, '149'), (0.0163, '75'), (0.0062, '149'), (0.003, '149'), (0.0062, '149'), (0.0027, '149'), (0.0062, '149'), (1e-06, '75'), (0.0062, '149'), (0.0163, '75'), (0.0027, '149'), (0.003, '149'), (0.0027, '149'), (0.0062, '149'), (0.0027, '149'), (1e-06, '75'), (0.0027, '149'), (0.0163, '75'), (1e-06, '75'), (0.003, '149'), (1e-06, '75'), (0.0062, '149'), (1e-06, '75'), (0.0027, '149'), (1e-06, '75'), (0.0163, '75'), (0.0163, '75'), (0.003, '149'), (0.0163, '75'), (0.0062, '149'), (0.0163, '75'), (0.0027, '149'), (0.0163, '75'), (1e-06, '75')]","(1e-06, '75')",-----,-----,-----,Wrong data curation in our code
1.7.1.17,Escherichia coli,2Z98.pdb,mol_35.sdf,7.4,30°C,"[(0.26, '11'), (0.032, '2'), (0.26, '11'), (0.269, '11'), (0.26, '11'), (0.0316, '2'), (0.032, '2'), (0.26, '11'), (0.032, '2'), (0.269, '11'), (0.032, '2'), (0.0316, '2'), (0.269, '11'), (0.26, '11'), (0.269, '11'), (0.032, '2'), (0.269, '11'), (0.0316, '2'), (0.0316, '2'), (0.26, '11'), (0.0316, '2'), (0.032, '2'), (0.0316, '2'), (0.269, '11')]","(0.26, '11')",7.4,30°C,-----,Value with FMN as cofactor was considered
1.7.1.17,Escherichia coli,2Z98.pdb,mol_1587.sdf,7.4,30°C,"[(0.002, '11'), (0.018, '2'), (0.002, '11'), (0.027, '11'), (0.018, '2'), (0.002, '11'), (0.018, '2'), (0.027, '11'), (0.027, '11'), (0.002, '11'), (0.027, '11'), (0.018, '2')]","(0.027, '11')",7.4,30°C,-----,Value with FMN as cofactor was considered
1.7.1.7,Homo sapiens,2C6Q.pdb,mol_79.sdf,7.8,25°C,"[(0.05, '27'), (0.109, '27'), (0.109, '27'), (0.05, '27')]","[(0.05, '27'), (0.109, '27')]",7.8,25°C,-----,Both values are correct
1.7.1.7,Homo sapiens,2C6Q.pdb,mol_93.sdf,7.8,25°C,"[(0.016, '27'), (0.101, '27'), (0.101, '27'), (0.016, '27')]",-----,7.8,25°C,Effect of cosubstrates,-----
1.8.1.12,Leishmania infantum,6T95.pdb,mol_1620.sdf,-----,20°C,"[(0.023, '79'), (0.075, '79'), (0.075, '79'), (0.023, '79')]","(0.023, '79')",-----,20°C,-----,Value in the absence of inhibitors considered
1.8.1.7,Homo sapiens,2GH5.pdb,mol_1628.sdf,7.4,25°C,"[(1.65, '81'), (0.072, '81'), (0.072, '81'), (1.65, '81')]","(0.072, '81')",7.4,25°C,-----,Mutation for mutant enzyme not provided in BRENDA
1.8.1.7,Saccharomyces cerevisiae,2HQM.pdb,mol_93.sdf,-----,-----,"[(0.0323, '122'), (0.015, ""{68: 'Biochemical and molecular characterisation of wheat chloroplastic glutathione reductase. Biol,2001', 122: 'Crystal structure of glutathione reductase Glr1 from the yeast Saccharomyces cerevisiae. Proteins Struct. Funct,2007'}""), (0.015, ""{68: 'Biochemical and molecular characterisation of wheat chloroplastic glutathione reductase. Biol,2001', 122: 'Crystal structure of glutathione reductase Glr1 from the yeast Saccharomyces cerevisiae. Proteins Struct. Funct,2007'}""), (0.0323, '122')]","[(0.0323, '122'), (0.015, '68')]",-----,-----,-----,Both values are correct
1.8.1.7,Saccharomyces cerevisiae,2HQM.pdb,mol_1626.sdf,-----,-----,"[(0.0746, '122'), (0.2625, '122'), (0.2625, '122'), (0.0746, '122')]","[(0.0746, '122'), (0.2625, '122')]",-----,-----,-----,Both values are correct
1.8.5.4,Homo sapiens,6OIB.pdb,mol_1663.sdf,8,25°C,"[(0.013, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.315, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.013, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.0109, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.315, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.013, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.315, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.0109, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.0109, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.013, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.0109, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}""), (0.315, ""{19: 'Human sulfide:Quinone oxidoreductase catalyzes the first step in hydrogen sulfide metabolism and produces a sulfane sulfur metabolite,2012', 35: ''}"")]","(0.315, '19')",8,25°C,-----,Value with coenzyme-Q as co-substrate considered
2.1.1.1,Homo sapiens,7BKG.pdb,mol_1673.sdf,8.6,37°C,"[(0.003, '45'), (0.4, '28'), (0.003, '45'), (0.199, '61'), (0.4, '28'), (0.003, '45'), (0.4, '28'), (0.199, '61'), (0.199, '61'), (0.003, '45'), (0.199, '61'), (0.4, '28')]","[(0.4, '28'), (0.199, '61')]",8.6,37°C,-----,Values without any co-substrates considered
2.1.1.1,Homo sapiens,7BKG.pdb,mol_622.sdf,8.6,37°C,"[(0.002, '28'), (0.01, '45'), (0.002, '28'), (0.0085, '61'), (0.01, '45'), (0.002, '28'), (0.01, '45'), (0.0085, '61'), (0.0085, '61'), (0.002, '28'), (0.0085, '61'), (0.01, '45')]","[(0.002, '28'), (0.01, '45'), (0.0085, '61')]",8.6,37°C,-----,All values are correct
2.1.1.1,Homo sapiens,7BKG.pdb,mol_1676.sdf,8.6,37°C,"[(0.01, '45'), (0.609, '61'), (0.609, '61'), (0.01, '45')]","(0.609, '61')",8.6,37°C,-----,Value without any co-substrates considered
2.1.1.103,Arabidopsis thaliana,5WP4.pdb,mol_622.sdf,8,-----,"[(0.215, '36'), (0.0897, '36'), (0.0897, '36'), (0.215, '36')]","(0.215, '36')",8,-----,-----,Value with isoform 1 of enzyme considered as per crystal structure
2.1.1.146,Clarkia breweri,5CVV.pdb,mol_547.sdf,-----,-----,"[(0.03, '1'), (0.007, '1'), (0.007, '1'), (0.03, '1')]","[(0.03, '1'), (0.007, '1')]",-----,-----,-----,Both values are correct
2.1.1.146,Clarkia breweri,5CVV.pdb,mol_193.sdf,7.5,30°C,"[(0.0114, '9'), (0.1926, '9'), (0.0114, '9'), (0.1985, '9'), (0.0114, '9'), (0.0161, ""{9: 'Engineering a monolignol 4-O-methyltransferase with high selectivity for the condensed lignin precursor coniferyl alcohol. J. Biol,2015'}""), (0.1926, '9'), (0.0114, '9'), (0.1926, '9'), (0.1985, '9'), (0.1926, '9'), (0.0161, ""{9: 'Engineering a monolignol 4-O-methyltransferase with high selectivity for the condensed lignin precursor coniferyl alcohol. J. Biol,2015'}""), (0.1985, '9'), (0.0114, '9'), (0.1985, '9'), (0.1926, '9'), (0.1985, '9'), (0.0161, ""{9: 'Engineering a monolignol 4-O-methyltransferase with high selectivity for the condensed lignin precursor coniferyl alcohol. J. Biol,2015'}""), (0.0161, ""{9: 'Engineering a monolignol 4-O-methyltransferase with high selectivity for the condensed lignin precursor coniferyl alcohol. J. Biol,2015'}""), (0.0114, '9'), (0.0161, ""{9: 'Engineering a monolignol 4-O-methyltransferase with high selectivity for the condensed lignin precursor coniferyl alcohol. J. Biol,2015'}""), (0.1926, '9'), (0.0161, ""{9: 'Engineering a monolignol 4-O-methyltransferase with high selectivity for the condensed lignin precursor coniferyl alcohol. J. Biol,2015'}""), (0.1985, '9')]",-----,7.5,30°C,Wrong data curation in our code,-----
2.1.1.146,Clarkia breweri,5CVV.pdb,mol_1697.sdf,7.5,30°C,"[(0.0263, '9'), (0.0681, '9'), (0.0263, '9'), (0.0147, '9'), (0.0263, '9'), (0.1187, '9'), (0.0263, '9'), (0.1095, '9'), (0.0681, '9'), (0.0263, '9'), (0.0681, '9'), (0.0147, '9'), (0.0681, '9'), (0.1187, '9'), (0.0681, '9'), (0.1095, '9'), (0.0147, '9'), (0.0263, '9'), (0.0147, '9'), (0.0681, '9'), (0.0147, '9'), (0.1187, '9'), (0.0147, '9'), (0.1095, '9'), (0.1187, '9'), (0.0263, '9'), (0.1187, '9'), (0.0681, '9'), (0.1187, '9'), (0.0147, '9'), (0.1187, '9'), (0.1095, '9'), (0.1095, '9'), (0.0263, '9'), (0.1095, '9'), (0.0681, '9'), (0.1095, '9'), (0.0147, '9'), (0.1095, '9'), (0.1187, '9')]",-----,7.5,30°C,Wrong data curation in our code,-----
2.1.1.156,Methanohalophilus portucalensis,5GWX.pdb,mol_622.sdf,7.3,37°C,"[(1.78, '6'), (8.26, '6'), (8.26, '6'), (1.78, '6')]","(1.78, '6')",7.3,37°C,-----,Value with sarcosine as co-substrate considered
2.1.1.28,Homo sapiens,2G72.pdb,mol_622.sdf,-----,-----,"[(0.002, '41'), (0.0024, '41'), (0.002, '41'), (0.0012, ""{41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.002, '41'), (0.0034, ""{33: 'Mode of binding of methyl acceptor substrates to the adrenaline-synthesizing enzyme phenylethanolamine N-methyltransferase: implications for catalysis,2005', 41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0024, '41'), (0.002, '41'), (0.0024, '41'), (0.0012, ""{41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0024, '41'), (0.0034, ""{33: 'Mode of binding of methyl acceptor substrates to the adrenaline-synthesizing enzyme phenylethanolamine N-methyltransferase: implications for catalysis,2005', 41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0012, ""{41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.002, '41'), (0.0012, ""{41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0024, '41'), (0.0012, ""{41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0034, ""{33: 'Mode of binding of methyl acceptor substrates to the adrenaline-synthesizing enzyme phenylethanolamine N-methyltransferase: implications for catalysis,2005', 41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0034, ""{33: 'Mode of binding of methyl acceptor substrates to the adrenaline-synthesizing enzyme phenylethanolamine N-methyltransferase: implications for catalysis,2005', 41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.002, '41'), (0.0034, ""{33: 'Mode of binding of methyl acceptor substrates to the adrenaline-synthesizing enzyme phenylethanolamine N-methyltransferase: implications for catalysis,2005', 41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0024, '41'), (0.0034, ""{33: 'Mode of binding of methyl acceptor substrates to the adrenaline-synthesizing enzyme phenylethanolamine N-methyltransferase: implications for catalysis,2005', 41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}""), (0.0012, ""{41: 'Structural, mutagenic, and kinetic analysis of the binding of substrates and inhibitors of human phenylethanolamine N-methyltransferase. J. Med,2005', 54: 'Kinetic and pH studies on human phenylethanolamine N-methyltransferase. Arch. Biochem,2013'}"")]",-----,-----,-----,Effect of cosubstrates,-----
